author,comment,clean_comment,normalized_comment
@yuyusyuyus4200,Jangan lupa bangun tambang emas  tiap kota.,jangan lupa bangun tambang emas tiap kota,jangan lupa bangun tambang emas tiap kota
@mochammadefrianda6321,Periksa  elit2 pertamina🔥🔥🔥🔥,periksa elit2 pertamina,periksa elit2 pertamina
@direksijunior9137,Ongol ongol jgn di percaya😂😂,ongol ongol jgn di percaya,ongol ongol jgn di percaya
@Jakaria-k5n,Kalau dicermati lihat bahlil persis tokoh wayang cepot petruk gareng..,kalau dicermati lihat bahlil persis tokoh wayang cepot petruk gareng,kalau dicermati lihat bahlil persis tokoh wayang cepot petruk gareng
@ilham8571,Thumbnail nya serem yang sebelah kanan,thumbnail nya serem yang sebelah kanan,thumbnail nya serem yang sebelah kanan
@Alizanoe,BAHLIL AAUDIT...SY YAKIN 100000% TIDAK WAJJAR HARTA NYA,bahlil aaudit sy yakin 100000 tidak wajjar harta nya,bahlil aaudit sy yakin 100000 tidak wajjar harta nya
@wahyusumantri2513,Pnya ladang minyak bumi kok import😂,pnya ladang minyak bumi kok import,pnya ladang minyak bumi kok import
@BustamPanawa,"APA SEBENARNYA ALSAN PAK PRABOWO SEHINGGA TIDAK MEMECAT BAHLIL,MUNGKINKAH KARENA BAHLIL SANGAT DEKAT DENGAN JOKOWI ATAUKAH KARENA BAHLIL ADALAH KETUA PARTAI GOLKAR ATAUKAH PAK PRABOWO MENUNGGU WAKTU YANG TEPAT UNTUK MENGUSIR SEMUA ORANG ORANG YANG DEKAT DENGAN JOKOWI DARI KABINET.",apa sebenarnya alsan pak prabowo sehingga tidak memecat bahlil mungkinkah karena bahlil sangat dekat dengan jokowi ataukah karena bahlil adalah ketua partai golkar ataukah pak prabowo menunggu waktu yang tepat untuk mengusir semua orang orang yang dekat dengan jokowi dari kabinet,apa sebenarnya alsan pak prabowo sehingga tidak memecat bahlil mungkinkah karena bahlil sangat dekat dengan jokowi ataukah karena bahlil adalah ketua partai golkar ataukah pak prabowo menunggu waktu yang tepat untuk mengusir semua orang orang yang dekat dengan jokowi dari kabinet
@amirulohamd8499,Maju terus pak purbaya,maju terus pak purbaya,maju terus pak purbaya
@pittwidojoyo4138,"Iya percaya, makanya kilangnya hrs dikurangi...🔥😅",iya percaya makanya kilangnya hrs dikurangi,iya percaya makanya kilangnya hrs dikurangi
@WelotNdusel,Siapa disini yg mendukung Bahlil di nepalkan..,siapa disini yg mendukung bahlil di nepalkan,siapa disini yang mendukung bahlil di nepalkan
@hengkirp8825,Pertamax kenapa sering kosong?,pertamax kenapa sering kosong,pertamax kenapa sering kosong
@padrisaputra6335,Plaju itu Sumsel 😅,plaju itu sumsel,plaju itu sumsel
@cehok6077,"di riau 2 kilang woi, kilang sungai pak ning",di riau 2 kilang woi kilang sungai pak ning,di riau 2 kilang woi kilang sungai pak ning
@Nozan_not_name,"over-capacity kok import BBM , ttololllm jangan diluar nalar lah",over capacity kok import bbm ttololllm jangan diluar nalar lah,over capacity kok import bbm ttololllm jangan diluar nalar lah
@niamcreativemedia1817,kilangnya berkurang terus jelas over capacity,kilangnya berkurang terus jelas over capacity,kilangnya berkurang terus jelas over capacity
@alirosheno9473,"Prabowo main halus dia gak main grasak grusuk nunggu Bahlil blunder fatal dan bukti2nya kuat baru disikat Prabowo contohnya Budi Arie, Immanuel ebenezer, srimul",prabowo main halus dia gak main grasak grusuk nunggu bahlil blunder fatal dan bukti2nya kuat baru disikat prabowo contohnya budi arie immanuel ebenezer srimul,prabowo main halus dia gak main grasak grusuk nunggu bahlil blunder fatal dan bukti2nya kuat baru disikat prabowo contohnya budi arie immanuel ebenezer srimul
@nc7703,"Bahlil bahlil mental pemimpin nya gak ada inisiatif sendiri, pas di tanya ""itu tugas dia kok tugas saya ini"" selesai masalah Kerja formalitas doang",bahlil bahlil mental pemimpin nya gak ada inisiatif sendiri pas di tanya itu tugas dia kok tugas saya ini selesai masalah kerja formalitas doang,bahlil bahlil mental pemimpin nya gak ada inisiatif sendiri pas di tanya itu tugas dia kok tugas saya ini selesai masalah kerja formalitas saja
@cepiristaaqila2777,Pak Prabowo masih tutup mata atou takut sama menterinya satu ini. Udah jelas dia ( Bahlil ) itu kaga bisa kerja. Apa ini pengalihan isu soal UUD perampasan aset.,pak prabowo masih tutup mata atou takut sama menterinya satu ini udah jelas dia bahlil itu kaga bisa kerja apa ini pengalihan isu soal uud perampasan aset,pak prabowo masih tutup mata atou takut sama menterinya satu ini sudah jelas dia bahlil itu kaga bisa kerja apa ini pengalihan isu soal uud perampasan aset
@RojoRatu,😂 tambang bbm SERAHKAN KE MALAYSIA saja .. NEGARA DAPAT UNTUNG .. BBM MURAH .. rakyat ndak jadi korban oplos,tambang bbm serahkan ke malaysia saja negara dapat untung bbm murah rakyat ndak jadi korban oplos,tambang bbm serahkan ke malaysia saja negara dapat untung bbm murah rakyat ndak jadi korban oplos
@kancheol-j6v,elu bilang overcapacity biar bisa kongkalikong sama singapur kan. PENGHIANAT NEGARA,elu bilang overcapacity biar bisa kongkalikong sama singapur kan penghianat negara,elu bilang overcapacity biar bisa kongkalikong sama singapur kan penghianat negara
@RekKecil,"Bahlull,,,stop monopoli  energi minyak,,,",bahlull stop monopoli energi minyak,bahlull stop monopoli energi minyak
@ArnilTola-qy7iw,Kapan ya Sibahlil ini di ganti,kapan ya sibahlil ini di ganti,kapan ya sibahlil ini di ganti
@rick_ada,Kami warga +62 nusantara bersma p purbaya..... Klo bpk disenggol dikit sja.... Kami siap     membela bapak... Maju terus pak purbaya.... Biarkan sja para  kamprett korup akhirnya kelimpungan.....,kami warga 62 nusantara bersma p purbaya klo bpk disenggol dikit sja kami siap membela bapak maju terus pak purbaya biarkan sja para kamprett korup akhirnya kelimpungan,kami warga 62 nusantara bersma p purbaya klo bpk disenggol dikit sja kami siap membela bapak maju terus pak purbaya biarkan sja para kamprett korup akhirnya kelimpungan
@whinnc,"ga cm pak purbaya aja, saya jg ga percaya",ga cm pak purbaya aja saya jg ga percaya,tidak cuma pak purbaya saja saya jg tidak percaya
@budweiser-k7u,Sy dukung Purbaya...,sy dukung purbaya,sy dukung purbaya
@Player30003,"Jangan berharap indonesia maju ato indonesia emas, kalau pola fikir mentri ato pejabatnya seperti bahlul, di otaknya yg penting cuan buat negara dan yang paling penting ada japren nya",jangan berharap indonesia maju ato indonesia emas kalau pola fikir mentri ato pejabatnya seperti bahlul di otaknya yg penting cuan buat negara dan yang paling penting ada japren nya,jangan berharap indonesia maju ato indonesia emas kalau pola fikir mentri ato pejabatnya seperti bahlul di otaknya yang penting cuan buat negara dan yang paling penting ada japren nya
@xxx-zp9kf,supaya bisa impor supayaaa .......,supaya bisa impor supayaaa,supaya bisa impor supayaaa
@andriedasilva,Goblin meresahkan,goblin meresahkan,goblin meresahkan
@icanksamarinda5004,Katax sdh d perbesar kilang  BPP dll,katax sdh d perbesar kilang bpp dll,katax sudah d perbesar kilang bpp dll
@Mukaram-z3s,"Bahlul perlu di ganti, cari org yg sama misi dgn pak Menkeu.",bahlul perlu di ganti cari org yg sama misi dgn pak menkeu,bahlul perlu di ganti cari org yang sama misi dengan pak menkeu
@IntanTitisari,"Over capacity kok impor, bahlul tenang MINERBA kita 😢",over capacity kok impor bahlul tenang minerba kita,over capacity kok impor bahlul tenang minerba kita
@IsmailArt,#prabowo tolong si Bahlil pecat,tolong si bahlil pecat,tolong si bahlil pecat
@muhikhsan2567,Klo masih susah jangan gengsi satt.. Kok masih impor klo overcapacity?? 😅😅,klo masih susah jangan gengsi satt kok masih impor klo overcapacity,klo masih susah jangan gengsi satt kok masih impor klo overcapacity
@sofimaulanapkl3629,Purbaya kalo ngomong pake logika yang mudah dipahami mayoritas  rakyat indonesia yang bodoh seperti saya,purbaya kalo ngomong pake logika yang mudah dipahami mayoritas rakyat indonesia yang bodoh seperti saya,purbaya kalo ngomong pake logika yang mudah dipahami mayoritas rakyat indonesia yang bodoh seperti saya
@hartinihadisoetjipto3759,Iku alasan pak jgn percaya,iku alasan pak jgn percaya,iku alasan pak jgn percaya
@cekgumesin5232,"Ganti saja semua derut BUMN yang malas Bapak, ganti dengan generasi muda yang cerdas dan ingin membangun Indonesia",ganti saja semua derut bumn yang malas bapak ganti dengan generasi muda yang cerdas dan ingin membangun indonesia,ganti saja semua derut bumn yang malas bapak ganti dengan generasi muda yang cerdas dan ingin membangun indonesia
@alvinlioe5656,Ketahuan mana yang kerja..mana yang engga..soal ny ad yg minta saran..😂,ketahuan mana yang kerja mana yang engga soal ny ad yg minta saran,ketahuan mana yang kerja mana yang engga soal ny ad yang minta saran
@MUSICDREAMLAB,"cara menghancurkan mafia minyak yaitu mobil listrik, makanya pernah ada mobil listrik dari indonesia sekarang hilang di telan bumi",cara menghancurkan mafia minyak yaitu mobil listrik makanya pernah ada mobil listrik dari indonesia sekarang hilang di telan bumi,cara menghancurkan mafia minyak yaitu mobil listrik makanya pernah ada mobil listrik dari indonesia sekarang hilang di telan bumi
@everythingisoke1824,"Netizen jadi mentri, menyala menkeu",netizen jadi mentri menyala menkeu,netizen jadi mentri menyala menkeu
@watemanretno7976,"Gw rasa orang goblok jg tau kalo over itu lebih,,, ditangan mafia jadi kurang😅impor deh",gw rasa orang goblok jg tau kalo over itu lebih ditangan mafia jadi kurang impor deh,saya rasa orang goblok jg tau kalo over itu lebih ditangan mafia jadi kurang impor deh
@taufikpagar6352,Kilang rajin korupsi pertamina pak Purbaya.,kilang rajin korupsi pertamina pak purbaya,kilang rajin korupsi pertamina pak purbaya
@abs11family,Tuyul Afrika pengrusak konoha...,tuyul afrika pengrusak konoha,tuyul afrika pengrusak konoha
@ekayonosuwito3298,"Koruptor pintar, tidak bahlul.",koruptor pintar tidak bahlul,koruptor pintar tidak bahlul
@zein0Lan,"Over capacity tp impor ny kenceng🤭
Sesama mafia ya saling melindungi, kan enak tu dpt duit gede cuma makelaran🤫",over capacity tp impor ny kenceng sesama mafia ya saling melindungi kan enak tu dpt duit gede cuma makelaran,over capacity tapi impor ny kenceng sesama mafia ya saling melindungi kan enak tu dpt duit gede hanya makelaran
@indrasugianto4461,mending bikin baru demi masa depan ..🫵biaya   yg gak  mahal di indonesia Paa sech pak boss‼️masalahnya mau kerj gak,mending bikin baru demi masa depan biaya yg gak mahal di indonesia paa sech pak boss masalahnya mau kerj gak,mending bikin baru demi masa depan biaya yang gak mahal di indonesia paa sech pak boss masalahnya mau kerj gak
@darmansyah7595,Lanjutkan pak pur...kami bersama mu,lanjutkan pak pur kami bersama mu,lanjutkan pak pur kami bersama mu
@potiwolo9738,Menunggu Bahlil di pecat,menunggu bahlil di pecat,menunggu bahlil di pecat
@Omodong-dn2pv,mantap pa purbaya,mantap pa purbaya,mantap pa purbaya
@antiquet,Menkeu & Ballhlil harunya kerja sama dong untuk kemajuan perekonomian indonesia. Khussunya untuk kilng minyak. Jwbn Bahlil sy rltidak mau dengar perkataan  dn kritikan Menkeu purabaya. Bahlil Agak aneh menurut saya,menkeu ballhlil harunya kerja sama dong untuk kemajuan perekonomian indonesia khussunya untuk kilng minyak jwbn bahlil sy rltidak mau dengar perkataan dn kritikan menkeu purabaya bahlil agak aneh menurut saya,menkeu ballhlil harunya kerja sama dong untuk kemajuan perekonomian indonesia khussunya untuk kilng minyak jwbn bahlil sy rltidak mau dengar perkataan dan kritikan menkeu purabaya bahlil agak aneh menurut saya
@MR-ik5eh,Gaspoolll pak Purbaya,gaspoolll pak purbaya,gaspoolll pak purbaya
@beardeddog8215,"Purbaya tipikal orang teknik, kalau datanya ga sesuai pasti dia cek. Hei Bahlil, kedepan kalau purbaya misal ngecek dan data nya valid, Lo mau bilang apa? Di mata presiden justru si purbaya yang lebih kuat karena datanya ada. Walau Lo ketum Golkar, masyarakat bisa menilai siapa yang bisa kerja. Hanya waktu yang bisa menjawab siapa yang layak jadi pemangku jabatan",purbaya tipikal orang teknik kalau datanya ga sesuai pasti dia cek hei bahlil kedepan kalau purbaya misal ngecek dan data nya valid lo mau bilang apa di mata presiden justru si purbaya yang lebih kuat karena datanya ada walau lo ketum golkar masyarakat bisa menilai siapa yang bisa kerja hanya waktu yang bisa menjawab siapa yang layak jadi pemangku jabatan,purbaya tipikal orang teknik kalau datanya tidak sesuai pasti dia cek hei bahlil kedepan kalau purbaya misal ngecek dan data nya valid lo mau bilang apa di mata presiden justru si purbaya yang lebih kuat karena datanya ada walau lo ketum golkar masyarakat bisa menilai siapa yang bisa kerja hanya waktu yang bisa menjawab siapa yang layak jadi pemangku jabatan
@hamzarifaldi8826,Pak purbaya VS kebathilan,pak purbaya vs kebathilan,pak purbaya vs kebathilan
@elechoschannel6048,Di negara ini anehhh...semua yg hrusnya mudah malah dipersulit sendiri...pdahal aturan yg buat ya mereka sendiri...klw mikir simpel nya kan...studi dlu...dicek lapangan...dikomunikasikan...dicari solusi...klw mau niat pasti ktemu...lalu diaplikasikan di lapangan...misal ud ktemu kasusnya okkk nambah bangun kilang...ya ud tinggal bangun...klw msalah dana saya rasa negara ini gk miskin...pasti ad dan bisa...yg mbuat ruwet tu ya pejabat nya sendiri...ud ad kputusan lalu di olor2...alasan ini itu...intinya mreka2 gk mau klw gk untung kantong nya...mreka gk mau ribet...emg bner...yg gk mau negara ini maju y pejabat nya...trlalu kaya negeri ini...makanya mreka ke enakan menikmati keuntungan sendiri...dan budaya kyk gni bertahun2 ud menular ke bawahan nya...ud tau trik nya...mengakar...ibarat penyakit tu menular...,di negara ini anehhh semua yg hrusnya mudah malah dipersulit sendiri pdahal aturan yg buat ya mereka sendiri klw mikir simpel nya kan studi dlu dicek lapangan dikomunikasikan dicari solusi klw mau niat pasti ktemu lalu diaplikasikan di lapangan misal ud ktemu kasusnya okkk nambah bangun kilang ya ud tinggal bangun klw msalah dana saya rasa negara ini gk miskin pasti ad dan bisa yg mbuat ruwet tu ya pejabat nya sendiri ud ad kputusan lalu di olor2 alasan ini itu intinya mreka2 gk mau klw gk untung kantong nya mreka gk mau ribet emg bner yg gk mau negara ini maju y pejabat nya trlalu kaya negeri ini makanya mreka ke enakan menikmati keuntungan sendiri dan budaya kyk gni bertahun2 ud menular ke bawahan nya ud tau trik nya mengakar ibarat penyakit tu menular,di negara ini anehhh semua yang hrusnya mudah malah dipersulit sendiri pdahal aturan yang buat ya mereka sendiri klw mikir simpel nya kan studi dlu dicek lapangan dikomunikasikan dicari solusi klw mau niat pasti ktemu lalu diaplikasikan di lapangan misal ud ktemu kasusnya okkk nambah bangun kilang ya ud tinggal bangun klw msalah dana saya rasa negara ini tidak miskin pasti ad dan bisa yang mbuat ruwet tu ya pejabat nya sendiri ud ad kputusan lalu di olor2 alasan ini itu intinya mreka2 tidak mau klw tidak untung kantong nya mreka tidak mau ribet emg bner yang tidak mau negara ini maju y pejabat nya trlalu kaya negeri ini makanya mreka ke enakan menikmati keuntungan sendiri dan budaya kyk gni bertahun2 ud menular ke bawahan nya ud tau trik nya mengakar ibarat penyakit tu menular
@daduy-w4h,"Kenapa bahlil gk dipecat aja sih?? 
Pak prabowo gk berani kah?? 
Biar rakyat yg nurunin manusia kaya gitu...suka memamerkan ke dunguan nya.",kenapa bahlil gk dipecat aja sih pak prabowo gk berani kah biar rakyat yg nurunin manusia kaya gitu suka memamerkan ke dunguan nya,kenapa bahlil tidak dipecat saja sih pak prabowo tidak berani kah biar rakyat yang nurunin manusia kaya gitu suka memamerkan ke dunguan nya
@ToroAthalla,Takut ketauan bermain😂,takut ketauan bermain,takut ketauan bermain
@apriyansyah577,Sibahlil Pecat Tuh 😂😂,sibahlil pecat tuh,sibahlil pecat tuh
@bangzul6771,TENANG PAK MENKEU KAMI DI BELAKANG BAPAK😅🔥,tenang pak menkeu kami di belakang bapak,tenang pak menkeu kami di belakang bapak
@SKRGamingChannel,"3:14 salah, tugas anda itu memastikan klo rakyat harus selalu kesusahan.",3 14 salah tugas anda itu memastikan klo rakyat harus selalu kesusahan,3 14 salah tugas anda itu memastikan klo rakyat harus selalu kesusahan
@chongsholeh,saya salut sama menkeu,saya salut sama menkeu,saya salut sama menkeu
@satriajaya-o6s,Prabowo kenapa GK pecat Bahlil,prabowo kenapa gk pecat bahlil,prabowo kenapa tidak pecat bahlil
@bman2586,karakter penjahat nya kuat banget,karakter penjahat nya kuat banget,karakter penjahat nya kuat banget
@dimasabimanyu2157,Bakar Kilang... Bakar rumah tuh Goblin Anjinggg..,bakar kilang bakar rumah tuh goblin anjinggg,bakar kilang bakar rumah tuh goblin anjinggg
@pakyupakyu,"Bahlil penghubung antar mafia. si arab tu tau kan, itu bos besar si bahlil.",bahlil penghubung antar mafia si arab tu tau kan itu bos besar si bahlil,bahlil penghubung antar mafia si arab tu tau kan itu bos besar si bahlil
