author,comment,clean_comment,tokens,bigrams
@joecerdikiawan5614,"Pertamina itu bubarkan saja, masa sejak tahun 19an tidak ada kilang baru. Import biar dapat uang tu mereka. Bubarkan saja, sekalian pecat Bahlil.","pertamina itu bubarkan saja, masa sejak tahun 19an tidak ada kilang baru. import biar dapat uang tu mereka. bubarkan saja, sekalian pecat bahlil.","['pertamina', 'itu', 'bubarkan', 'saja', ',', 'masa', 'sejak', 'tahun', '19an', 'tidak', 'ada', 'kilang', 'baru', '.', 'import', 'biar', 'dapat', 'uang', 'tu', 'mereka', '.', 'bubarkan', 'saja', ',', 'sekalian', 'pecat', 'bahlil', '.']","[('pertamina', 'itu'), ('itu', 'bubarkan'), ('bubarkan', 'saja'), ('saja', ','), (',', 'masa'), ('masa', 'sejak'), ('sejak', 'tahun'), ('tahun', '19an'), ('19an', 'tidak'), ('tidak', 'ada'), ('ada', 'kilang'), ('kilang', 'baru'), ('baru', '.'), ('.', 'import'), ('import', 'biar'), ('biar', 'dapat'), ('dapat', 'uang'), ('uang', 'tu'), ('tu', 'mereka'), ('mereka', '.'), ('.', 'bubarkan'), ('bubarkan', 'saja'), ('saja', ','), (',', 'sekalian'), ('sekalian', 'pecat'), ('pecat', 'bahlil'), ('bahlil', '.')]"
@WasanWanda-br6ci,"Haaaa,terlalu banyak mafianya makanya yg ada selalu merugi mulu, tangkapin mafia"" nya serahin ke rakyat,terserah mau di apain,aparat ga usah ikut campur,cepet beres","haaaa,terlalu banyak mafianya makanya yg ada selalu merugi mulu, tangkapin mafia"" nya serahin ke rakyat,terserah mau di apain,aparat ga usah ikut campur,cepet beres","['haaaa', ',', 'terlalu', 'banyak', 'mafianya', 'makanya', 'yg', 'ada', 'selalu', 'merugi', 'mulu', ',', 'tangkapin', 'mafia', ""''"", 'nya', 'serahin', 'ke', 'rakyat', ',', 'terserah', 'mau', 'di', 'apain', ',', 'aparat', 'ga', 'usah', 'ikut', 'campur', ',', 'cepet', 'beres']","[('haaaa', ','), (',', 'terlalu'), ('terlalu', 'banyak'), ('banyak', 'mafianya'), ('mafianya', 'makanya'), ('makanya', 'yg'), ('yg', 'ada'), ('ada', 'selalu'), ('selalu', 'merugi'), ('merugi', 'mulu'), ('mulu', ','), (',', 'tangkapin'), ('tangkapin', 'mafia'), ('mafia', ""''""), (""''"", 'nya'), ('nya', 'serahin'), ('serahin', 'ke'), ('ke', 'rakyat'), ('rakyat', ','), (',', 'terserah'), ('terserah', 'mau'), ('mau', 'di'), ('di', 'apain'), ('apain', ','), (',', 'aparat'), ('aparat', 'ga'), ('ga', 'usah'), ('usah', 'ikut'), ('ikut', 'campur'), ('campur', ','), (',', 'cepet'), ('cepet', 'beres')]"
@azisrahmad4759,"Sudah gak percaya dgn omongannya menteri ESDM, ...munafik.","sudah gak percaya dgn omongannya menteri esdm, ...munafik.","['sudah', 'gak', 'percaya', 'dgn', 'omongannya', 'menteri', 'esdm', ',', '...', 'munafik', '.']","[('sudah', 'gak'), ('gak', 'percaya'), ('percaya', 'dgn'), ('dgn', 'omongannya'), ('omongannya', 'menteri'), ('menteri', 'esdm'), ('esdm', ','), (',', '...'), ('...', 'munafik'), ('munafik', '.')]"
@ikramkader5245,Sehat selalu Pak Purbaya.. udah kelihatan yang menolak itu pasti kroco-kroco maf14,sehat selalu pak purbaya.. udah kelihatan yang menolak itu pasti kroco-kroco maf14,"['sehat', 'selalu', 'pak', 'purbaya', '..', 'udah', 'kelihatan', 'yang', 'menolak', 'itu', 'pasti', 'kroco-kroco', 'maf14']","[('sehat', 'selalu'), ('selalu', 'pak'), ('pak', 'purbaya'), ('purbaya', '..'), ('..', 'udah'), ('udah', 'kelihatan'), ('kelihatan', 'yang'), ('yang', 'menolak'), ('menolak', 'itu'), ('itu', 'pasti'), ('pasti', 'kroco-kroco'), ('kroco-kroco', 'maf14')]"
@kiranasuksesbersamapt.,Saya mau beli PERTALITE DI POM BENSIN CILEGON JAM 9 PAGI BILANGANYA SUDAH HABIS. ANEEHHH,saya mau beli pertalite di pom bensin cilegon jam 9 pagi bilanganya sudah habis. aneehhh,"['saya', 'mau', 'beli', 'pertalite', 'di', 'pom', 'bensin', 'cilegon', 'jam', '9', 'pagi', 'bilanganya', 'sudah', 'habis', '.', 'aneehhh']","[('saya', 'mau'), ('mau', 'beli'), ('beli', 'pertalite'), ('pertalite', 'di'), ('di', 'pom'), ('pom', 'bensin'), ('bensin', 'cilegon'), ('cilegon', 'jam'), ('jam', '9'), ('9', 'pagi'), ('pagi', 'bilanganya'), ('bilanganya', 'sudah'), ('sudah', 'habis'), ('habis', '.'), ('.', 'aneehhh')]"
@2688kau,Saya jagokan Purbaya 👍💪 berantas habis pak Pur.,saya jagokan purbaya 👍💪 berantas habis pak pur.,"['saya', 'jagokan', 'purbaya', '👍💪', 'berantas', 'habis', 'pak', 'pur', '.']","[('saya', 'jagokan'), ('jagokan', 'purbaya'), ('purbaya', '👍💪'), ('👍💪', 'berantas'), ('berantas', 'habis'), ('habis', 'pak'), ('pak', 'pur'), ('pur', '.')]"
@gulirkan9851,Banyak potensi minyak tapi tidak digarap,banyak potensi minyak tapi tidak digarap,"['banyak', 'potensi', 'minyak', 'tapi', 'tidak', 'digarap']","[('banyak', 'potensi'), ('potensi', 'minyak'), ('minyak', 'tapi'), ('tapi', 'tidak'), ('tidak', 'digarap')]"
@MuhammadIqbal-rx7qf,"Kalau kita pakai BBM pertamina Impor, ngapain beli merek pertamina.. Sekalian merek luar.. 😅","kalau kita pakai bbm pertamina impor, ngapain beli merek pertamina.. sekalian merek luar.. 😅","['kalau', 'kita', 'pakai', 'bbm', 'pertamina', 'impor', ',', 'ngapain', 'beli', 'merek', 'pertamina', '..', 'sekalian', 'merek', 'luar', '..', '😅']","[('kalau', 'kita'), ('kita', 'pakai'), ('pakai', 'bbm'), ('bbm', 'pertamina'), ('pertamina', 'impor'), ('impor', ','), (',', 'ngapain'), ('ngapain', 'beli'), ('beli', 'merek'), ('merek', 'pertamina'), ('pertamina', '..'), ('..', 'sekalian'), ('sekalian', 'merek'), ('merek', 'luar'), ('luar', '..'), ('..', '😅')]"
@jerryjp2602,"Fee dr minyak import itu byk bget.. uang cepat cair, jd gk mau repot","fee dr minyak import itu byk bget.. uang cepat cair, jd gk mau repot","['fee', 'dr', 'minyak', 'import', 'itu', 'byk', 'bget', '..', 'uang', 'cepat', 'cair', ',', 'jd', 'gk', 'mau', 'repot']","[('fee', 'dr'), ('dr', 'minyak'), ('minyak', 'import'), ('import', 'itu'), ('itu', 'byk'), ('byk', 'bget'), ('bget', '..'), ('..', 'uang'), ('uang', 'cepat'), ('cepat', 'cair'), ('cair', ','), (',', 'jd'), ('jd', 'gk'), ('gk', 'mau'), ('mau', 'repot')]"
@rikahap324,Para pejabat korup mulai terusik ...,para pejabat korup mulai terusik ...,"['para', 'pejabat', 'korup', 'mulai', 'terusik', '...']","[('para', 'pejabat'), ('pejabat', 'korup'), ('korup', 'mulai'), ('mulai', 'terusik'), ('terusik', '...')]"
@priskypiko4673,LOGIKA APA OVER CAPACITY TP IMPOR...,logika apa over capacity tp impor...,"['logika', 'apa', 'over', 'capacity', 'tp', 'impor', '...']","[('logika', 'apa'), ('apa', 'over'), ('over', 'capacity'), ('capacity', 'tp'), ('tp', 'impor'), ('impor', '...')]"
@sugenghermawan3309,"Maaf BPK/ibu, sebenarnya NEGARA INDONESIA dijajah sama para KORUPTOR yang mengajarkan ke rakyat kecil yang berkedok agama dll dan jangan serahkan SUMBER DAYA ALAM ke Pihak Asing sama saja menghambat KEMAKMURAN NEGARA INDONESIA KITA","maaf bpk/ibu, sebenarnya negara indonesia dijajah sama para koruptor yang mengajarkan ke rakyat kecil yang berkedok agama dll dan jangan serahkan sumber daya alam ke pihak asing sama saja menghambat kemakmuran negara indonesia kita","['maaf', 'bpk/ibu', ',', 'sebenarnya', 'negara', 'indonesia', 'dijajah', 'sama', 'para', 'koruptor', 'yang', 'mengajarkan', 'ke', 'rakyat', 'kecil', 'yang', 'berkedok', 'agama', 'dll', 'dan', 'jangan', 'serahkan', 'sumber', 'daya', 'alam', 'ke', 'pihak', 'asing', 'sama', 'saja', 'menghambat', 'kemakmuran', 'negara', 'indonesia', 'kita']","[('maaf', 'bpk/ibu'), ('bpk/ibu', ','), (',', 'sebenarnya'), ('sebenarnya', 'negara'), ('negara', 'indonesia'), ('indonesia', 'dijajah'), ('dijajah', 'sama'), ('sama', 'para'), ('para', 'koruptor'), ('koruptor', 'yang'), ('yang', 'mengajarkan'), ('mengajarkan', 'ke'), ('ke', 'rakyat'), ('rakyat', 'kecil'), ('kecil', 'yang'), ('yang', 'berkedok'), ('berkedok', 'agama'), ('agama', 'dll'), ('dll', 'dan'), ('dan', 'jangan'), ('jangan', 'serahkan'), ('serahkan', 'sumber'), ('sumber', 'daya'), ('daya', 'alam'), ('alam', 'ke'), ('ke', 'pihak'), ('pihak', 'asing'), ('asing', 'sama'), ('sama', 'saja'), ('saja', 'menghambat'), ('menghambat', 'kemakmuran'), ('kemakmuran', 'negara'), ('negara', 'indonesia'), ('indonesia', 'kita')]"
@seruitkencuing2792,Di Iran bensin cuma 450 perak..,di iran bensin cuma 450 perak..,"['di', 'iran', 'bensin', 'cuma', '450', 'perak', '..']","[('di', 'iran'), ('iran', 'bensin'), ('bensin', 'cuma'), ('cuma', '450'), ('450', 'perak'), ('perak', '..')]"
@Elang_laut25,Anda keren pak Mentri keuangan...,anda keren pak mentri keuangan...,"['anda', 'keren', 'pak', 'mentri', 'keuangan', '...']","[('anda', 'keren'), ('keren', 'pak'), ('pak', 'mentri'), ('mentri', 'keuangan'), ('keuangan', '...')]"
@FatchoerRochman-bd8cy,Melimpah  bmm dinegeri kit@ mbok  jual 5000 7000 lah cukup 😅,melimpah  bmm dinegeri kit@ mbok  jual 5000 7000 lah cukup 😅,"['melimpah', 'bmm', 'dinegeri', 'kit', '@', 'mbok', 'jual', '5000', '7000', 'lah', 'cukup', '😅']","[('melimpah', 'bmm'), ('bmm', 'dinegeri'), ('dinegeri', 'kit'), ('kit', '@'), ('@', 'mbok'), ('mbok', 'jual'), ('jual', '5000'), ('5000', '7000'), ('7000', 'lah'), ('lah', 'cukup'), ('cukup', '😅')]"
@Tonky-y1b,bukan over kapasiti dan males buat kilang baru karena kl ini dilakukan maka komisi dari import tdk ada,bukan over kapasiti dan males buat kilang baru karena kl ini dilakukan maka komisi dari import tdk ada,"['bukan', 'over', 'kapasiti', 'dan', 'males', 'buat', 'kilang', 'baru', 'karena', 'kl', 'ini', 'dilakukan', 'maka', 'komisi', 'dari', 'import', 'tdk', 'ada']","[('bukan', 'over'), ('over', 'kapasiti'), ('kapasiti', 'dan'), ('dan', 'males'), ('males', 'buat'), ('buat', 'kilang'), ('kilang', 'baru'), ('baru', 'karena'), ('karena', 'kl'), ('kl', 'ini'), ('ini', 'dilakukan'), ('dilakukan', 'maka'), ('maka', 'komisi'), ('komisi', 'dari'), ('dari', 'import'), ('import', 'tdk'), ('tdk', 'ada')]"
@CowCrossD,"Rame neh, Frodo vs Golumn, he he...","rame neh, frodo vs golumn, he he...","['rame', 'neh', ',', 'frodo', 'vs', 'golumn', ',', 'he', 'he', '...']","[('rame', 'neh'), ('neh', ','), (',', 'frodo'), ('frodo', 'vs'), ('vs', 'golumn'), ('golumn', ','), (',', 'he'), ('he', 'he'), ('he', '...')]"
@pramu_kantor,Kejahatan yang teorganisir dpt mengalahkan kebaikan yg dilakukan sendiri2,kejahatan yang teorganisir dpt mengalahkan kebaikan yg dilakukan sendiri2,"['kejahatan', 'yang', 'teorganisir', 'dpt', 'mengalahkan', 'kebaikan', 'yg', 'dilakukan', 'sendiri2']","[('kejahatan', 'yang'), ('yang', 'teorganisir'), ('teorganisir', 'dpt'), ('dpt', 'mengalahkan'), ('mengalahkan', 'kebaikan'), ('kebaikan', 'yg'), ('yg', 'dilakukan'), ('dilakukan', 'sendiri2')]"
@Pugbs_,"Pak Purbaya Vs Mafia pertamina , mafia tambang dan koruptor .","pak purbaya vs mafia pertamina , mafia tambang dan koruptor .","['pak', 'purbaya', 'vs', 'mafia', 'pertamina', ',', 'mafia', 'tambang', 'dan', 'koruptor', '.']","[('pak', 'purbaya'), ('purbaya', 'vs'), ('vs', 'mafia'), ('mafia', 'pertamina'), ('pertamina', ','), (',', 'mafia'), ('mafia', 'tambang'), ('tambang', 'dan'), ('dan', 'koruptor'), ('koruptor', '.')]"
@sarahsofiah5049,Mantap pak mentri keuangan,mantap pak mentri keuangan,"['mantap', 'pak', 'mentri', 'keuangan']","[('mantap', 'pak'), ('pak', 'mentri'), ('mentri', 'keuangan')]"
@TaufikHidayat-ch4dg,"Mntap pa, skakmat semua pa","mntap pa, skakmat semua pa","['mntap', 'pa', ',', 'skakmat', 'semua', 'pa']","[('mntap', 'pa'), ('pa', ','), (',', 'skakmat'), ('skakmat', 'semua'), ('semua', 'pa')]"
@hndrarstu500,dr sini keliatan jelas siapa dalang dibalik udang😂,dr sini keliatan jelas siapa dalang dibalik udang😂,"['dr', 'sini', 'keliatan', 'jelas', 'siapa', 'dalang', 'dibalik', 'udang😂']","[('dr', 'sini'), ('sini', 'keliatan'), ('keliatan', 'jelas'), ('jelas', 'siapa'), ('siapa', 'dalang'), ('dalang', 'dibalik'), ('dibalik', 'udang😂')]"
@Triple3H-r8o,Rusak kok masih ada menteri mafia yg aktif,rusak kok masih ada menteri mafia yg aktif,"['rusak', 'kok', 'masih', 'ada', 'menteri', 'mafia', 'yg', 'aktif']","[('rusak', 'kok'), ('kok', 'masih'), ('masih', 'ada'), ('ada', 'menteri'), ('menteri', 'mafia'), ('mafia', 'yg'), ('yg', 'aktif')]"
@adinandrachannel,Plaju Sumatera Selatan min. Bukan Sumut,plaju sumatera selatan min. bukan sumut,"['plaju', 'sumatera', 'selatan', 'min', '.', 'bukan', 'sumut']","[('plaju', 'sumatera'), ('sumatera', 'selatan'), ('selatan', 'min'), ('min', '.'), ('.', 'bukan'), ('bukan', 'sumut')]"
@nothingspecial-xo6nu,"Pak purbaya secara kapasitas jauh di atas ketua partai kuning, absolute.","pak purbaya secara kapasitas jauh di atas ketua partai kuning, absolute.","['pak', 'purbaya', 'secara', 'kapasitas', 'jauh', 'di', 'atas', 'ketua', 'partai', 'kuning', ',', 'absolute', '.']","[('pak', 'purbaya'), ('purbaya', 'secara'), ('secara', 'kapasitas'), ('kapasitas', 'jauh'), ('jauh', 'di'), ('di', 'atas'), ('atas', 'ketua'), ('ketua', 'partai'), ('partai', 'kuning'), ('kuning', ','), (',', 'absolute'), ('absolute', '.')]"
@akwilainoyuana33,Prestasi bakar kilang 😂,prestasi bakar kilang 😂,"['prestasi', 'bakar', 'kilang', '😂']","[('prestasi', 'bakar'), ('bakar', 'kilang'), ('kilang', '😂')]"
@dangzali,"Asbun ya gini, ga milir sebelum celoteh 😊","asbun ya gini, ga milir sebelum celoteh 😊","['asbun', 'ya', 'gini', ',', 'ga', 'milir', 'sebelum', 'celoteh', '😊']","[('asbun', 'ya'), ('ya', 'gini'), ('gini', ','), (',', 'ga'), ('ga', 'milir'), ('milir', 'sebelum'), ('sebelum', 'celoteh'), ('celoteh', '😊')]"
@eddisudjadi9697,"Katanya si Bahlil ingin dipecat dari mentri, mana buktinya ga ada padahal si Bahlil itu biang kerok, sering membuat ulah terhadap rakyat, mungkin memecat si Bahlil yg ber wenang merasa ketakutan dgn si Bahlil.","katanya si bahlil ingin dipecat dari mentri, mana buktinya ga ada padahal si bahlil itu biang kerok, sering membuat ulah terhadap rakyat, mungkin memecat si bahlil yg ber wenang merasa ketakutan dgn si bahlil.","['katanya', 'si', 'bahlil', 'ingin', 'dipecat', 'dari', 'mentri', ',', 'mana', 'buktinya', 'ga', 'ada', 'padahal', 'si', 'bahlil', 'itu', 'biang', 'kerok', ',', 'sering', 'membuat', 'ulah', 'terhadap', 'rakyat', ',', 'mungkin', 'memecat', 'si', 'bahlil', 'yg', 'ber', 'wenang', 'merasa', 'ketakutan', 'dgn', 'si', 'bahlil', '.']","[('katanya', 'si'), ('si', 'bahlil'), ('bahlil', 'ingin'), ('ingin', 'dipecat'), ('dipecat', 'dari'), ('dari', 'mentri'), ('mentri', ','), (',', 'mana'), ('mana', 'buktinya'), ('buktinya', 'ga'), ('ga', 'ada'), ('ada', 'padahal'), ('padahal', 'si'), ('si', 'bahlil'), ('bahlil', 'itu'), ('itu', 'biang'), ('biang', 'kerok'), ('kerok', ','), (',', 'sering'), ('sering', 'membuat'), ('membuat', 'ulah'), ('ulah', 'terhadap'), ('terhadap', 'rakyat'), ('rakyat', ','), (',', 'mungkin'), ('mungkin', 'memecat'), ('memecat', 'si'), ('si', 'bahlil'), ('bahlil', 'yg'), ('yg', 'ber'), ('ber', 'wenang'), ('wenang', 'merasa'), ('merasa', 'ketakutan'), ('ketakutan', 'dgn'), ('dgn', 'si'), ('si', 'bahlil'), ('bahlil', '.')]"
@korrobikorrobi145,"Kalau gak impor, mafia dan koruptor keparat gak makan.","kalau gak impor, mafia dan koruptor keparat gak makan.","['kalau', 'gak', 'impor', ',', 'mafia', 'dan', 'koruptor', 'keparat', 'gak', 'makan', '.']","[('kalau', 'gak'), ('gak', 'impor'), ('impor', ','), (',', 'mafia'), ('mafia', 'dan'), ('dan', 'koruptor'), ('koruptor', 'keparat'), ('keparat', 'gak'), ('gak', 'makan'), ('makan', '.')]"
@YR_Chanel7,"Kalo gt, dimana dong kilang yang lain nya???","kalo gt, dimana dong kilang yang lain nya???","['kalo', 'gt', ',', 'dimana', 'dong', 'kilang', 'yang', 'lain', 'nya', '?', '?', '?']","[('kalo', 'gt'), ('gt', ','), (',', 'dimana'), ('dimana', 'dong'), ('dong', 'kilang'), ('kilang', 'yang'), ('yang', 'lain'), ('lain', 'nya'), ('nya', '?'), ('?', '?'), ('?', '?')]"
@elfavindia8533,Indonesia negara besar masih etung2an buat kilang mahal . Ke mana saja duitnya,indonesia negara besar masih etung2an buat kilang mahal . ke mana saja duitnya,"['indonesia', 'negara', 'besar', 'masih', 'etung2an', 'buat', 'kilang', 'mahal', '.', 'ke', 'mana', 'saja', 'duitnya']","[('indonesia', 'negara'), ('negara', 'besar'), ('besar', 'masih'), ('masih', 'etung2an'), ('etung2an', 'buat'), ('buat', 'kilang'), ('kilang', 'mahal'), ('mahal', '.'), ('.', 'ke'), ('ke', 'mana'), ('mana', 'saja'), ('saja', 'duitnya')]"
@Ariefwicaksonofamily,Patra niaga berisi mafia minyak kelas kakap merugikan negara terus.mentrinya kerja bener apa nggak sih?overcapacity apanya fakta selalu impor bbm dari luar negri.KPK coba audit pertamina patra niaga.,patra niaga berisi mafia minyak kelas kakap merugikan negara terus.mentrinya kerja bener apa nggak sih?overcapacity apanya fakta selalu impor bbm dari luar negri.kpk coba audit pertamina patra niaga.,"['patra', 'niaga', 'berisi', 'mafia', 'minyak', 'kelas', 'kakap', 'merugikan', 'negara', 'terus.mentrinya', 'kerja', 'bener', 'apa', 'nggak', 'sih', '?', 'overcapacity', 'apanya', 'fakta', 'selalu', 'impor', 'bbm', 'dari', 'luar', 'negri.kpk', 'coba', 'audit', 'pertamina', 'patra', 'niaga', '.']","[('patra', 'niaga'), ('niaga', 'berisi'), ('berisi', 'mafia'), ('mafia', 'minyak'), ('minyak', 'kelas'), ('kelas', 'kakap'), ('kakap', 'merugikan'), ('merugikan', 'negara'), ('negara', 'terus.mentrinya'), ('terus.mentrinya', 'kerja'), ('kerja', 'bener'), ('bener', 'apa'), ('apa', 'nggak'), ('nggak', 'sih'), ('sih', '?'), ('?', 'overcapacity'), ('overcapacity', 'apanya'), ('apanya', 'fakta'), ('fakta', 'selalu'), ('selalu', 'impor'), ('impor', 'bbm'), ('bbm', 'dari'), ('dari', 'luar'), ('luar', 'negri.kpk'), ('negri.kpk', 'coba'), ('coba', 'audit'), ('audit', 'pertamina'), ('pertamina', 'patra'), ('patra', 'niaga'), ('niaga', '.')]"
@williamchandra3799,pecat bahlil dan pegawai deretan pengurus ( sebut pegawai bukan direksi ) supaya pertamina maju.,pecat bahlil dan pegawai deretan pengurus ( sebut pegawai bukan direksi ) supaya pertamina maju.,"['pecat', 'bahlil', 'dan', 'pegawai', 'deretan', 'pengurus', '(', 'sebut', 'pegawai', 'bukan', 'direksi', ')', 'supaya', 'pertamina', 'maju', '.']","[('pecat', 'bahlil'), ('bahlil', 'dan'), ('dan', 'pegawai'), ('pegawai', 'deretan'), ('deretan', 'pengurus'), ('pengurus', '('), ('(', 'sebut'), ('sebut', 'pegawai'), ('pegawai', 'bukan'), ('bukan', 'direksi'), ('direksi', ')'), (')', 'supaya'), ('supaya', 'pertamina'), ('pertamina', 'maju'), ('maju', '.')]"
@belajarlistrik2836,Boleh ngak si Bahlil ini disingkirkan dari kabinet...,boleh ngak si bahlil ini disingkirkan dari kabinet...,"['boleh', 'ngak', 'si', 'bahlil', 'ini', 'disingkirkan', 'dari', 'kabinet', '...']","[('boleh', 'ngak'), ('ngak', 'si'), ('si', 'bahlil'), ('bahlil', 'ini'), ('ini', 'disingkirkan'), ('disingkirkan', 'dari'), ('dari', 'kabinet'), ('kabinet', '...')]"
@SD-rn5yo,Emang singapura dapat BBM dari mana? Kok sampe di ekspor ke indonesia juga masih cukup stok di singapur,emang singapura dapat bbm dari mana? kok sampe di ekspor ke indonesia juga masih cukup stok di singapur,"['emang', 'singapura', 'dapat', 'bbm', 'dari', 'mana', '?', 'kok', 'sampe', 'di', 'ekspor', 'ke', 'indonesia', 'juga', 'masih', 'cukup', 'stok', 'di', 'singapur']","[('emang', 'singapura'), ('singapura', 'dapat'), ('dapat', 'bbm'), ('bbm', 'dari'), ('dari', 'mana'), ('mana', '?'), ('?', 'kok'), ('kok', 'sampe'), ('sampe', 'di'), ('di', 'ekspor'), ('ekspor', 'ke'), ('ke', 'indonesia'), ('indonesia', 'juga'), ('juga', 'masih'), ('masih', 'cukup'), ('cukup', 'stok'), ('stok', 'di'), ('di', 'singapur')]"
@THEMANKMU,SAYA PRIBADI DUKUNG SI KOBOY DARIPADA SI BAHLUL.... SUMPAH,saya pribadi dukung si koboy daripada si bahlul.... sumpah,"['saya', 'pribadi', 'dukung', 'si', 'koboy', 'daripada', 'si', 'bahlul', '....', 'sumpah']","[('saya', 'pribadi'), ('pribadi', 'dukung'), ('dukung', 'si'), ('si', 'koboy'), ('koboy', 'daripada'), ('daripada', 'si'), ('si', 'bahlul'), ('bahlul', '....'), ('....', 'sumpah')]"
@AbusTarbian,Aneh emang kita ini punya kilang cuman masih impor,aneh emang kita ini punya kilang cuman masih impor,"['aneh', 'emang', 'kita', 'ini', 'punya', 'kilang', 'cuman', 'masih', 'impor']","[('aneh', 'emang'), ('emang', 'kita'), ('kita', 'ini'), ('ini', 'punya'), ('punya', 'kilang'), ('kilang', 'cuman'), ('cuman', 'masih'), ('masih', 'impor')]"
@iswatung2466,kilang baru samadengan lapangan kerja baru,kilang baru samadengan lapangan kerja baru,"['kilang', 'baru', 'samadengan', 'lapangan', 'kerja', 'baru']","[('kilang', 'baru'), ('baru', 'samadengan'), ('samadengan', 'lapangan'), ('lapangan', 'kerja'), ('kerja', 'baru')]"
@RamadaniDani-n5f,Sdh tau over kenapa tidak buat kilang baru?,sdh tau over kenapa tidak buat kilang baru?,"['sdh', 'tau', 'over', 'kenapa', 'tidak', 'buat', 'kilang', 'baru', '?']","[('sdh', 'tau'), ('tau', 'over'), ('over', 'kenapa'), ('kenapa', 'tidak'), ('tidak', 'buat'), ('buat', 'kilang'), ('kilang', 'baru'), ('baru', '?')]"
@Rojaleeofficialchanel,Over capacity tapi impor dari negara yg sama sekali gak punya tambang.. memalukan anjir😅😅😅,over capacity tapi impor dari negara yg sama sekali gak punya tambang.. memalukan anjir😅😅😅,"['over', 'capacity', 'tapi', 'impor', 'dari', 'negara', 'yg', 'sama', 'sekali', 'gak', 'punya', 'tambang', '..', 'memalukan', 'anjir😅😅😅']","[('over', 'capacity'), ('capacity', 'tapi'), ('tapi', 'impor'), ('impor', 'dari'), ('dari', 'negara'), ('negara', 'yg'), ('yg', 'sama'), ('sama', 'sekali'), ('sekali', 'gak'), ('gak', 'punya'), ('punya', 'tambang'), ('tambang', '..'), ('..', 'memalukan'), ('memalukan', 'anjir😅😅😅')]"
@FahrudinFahrudin-v9k,"Anggaran kilang bru dulu, yg kan di bgun anggaran nya di mana.......","anggaran kilang bru dulu, yg kan di bgun anggaran nya di mana.......","['anggaran', 'kilang', 'bru', 'dulu', ',', 'yg', 'kan', 'di', 'bgun', 'anggaran', 'nya', 'di', 'mana', '.......']","[('anggaran', 'kilang'), ('kilang', 'bru'), ('bru', 'dulu'), ('dulu', ','), (',', 'yg'), ('yg', 'kan'), ('kan', 'di'), ('di', 'bgun'), ('bgun', 'anggaran'), ('anggaran', 'nya'), ('nya', 'di'), ('di', 'mana'), ('mana', '.......')]"
@andwjy,Kesalahannya adalah kalau gak perlu impor nanti ada yang cuannya menurun 😂😂😂,kesalahannya adalah kalau gak perlu impor nanti ada yang cuannya menurun 😂😂😂,"['kesalahannya', 'adalah', 'kalau', 'gak', 'perlu', 'impor', 'nanti', 'ada', 'yang', 'cuannya', 'menurun', '😂😂😂']","[('kesalahannya', 'adalah'), ('adalah', 'kalau'), ('kalau', 'gak'), ('gak', 'perlu'), ('perlu', 'impor'), ('impor', 'nanti'), ('nanti', 'ada'), ('ada', 'yang'), ('yang', 'cuannya'), ('cuannya', 'menurun'), ('menurun', '😂😂😂')]"
