author,comment,clean_comment,tokens,trigrams
@alirosheno9473,"Prabowo main halus dia gak main grasak grusuk nunggu Bahlil blunder fatal dan bukti2nya kuat baru disikat Prabowo contohnya Budi Arie, Immanuel ebenezer, srimul","prabowo main halus dia gak main grasak grusuk nunggu bahlil blunder fatal dan bukti2nya kuat baru disikat prabowo contohnya budi arie, immanuel ebenezer, srimul","['prabowo', 'main', 'halus', 'dia', 'gak', 'main', 'grasak', 'grusuk', 'nunggu', 'bahlil', 'blunder', 'fatal', 'dan', 'bukti2nya', 'kuat', 'baru', 'disikat', 'prabowo', 'contohnya', 'budi', 'arie', ',', 'immanuel', 'ebenezer', ',', 'srimul']","[('prabowo', 'main', 'halus'), ('main', 'halus', 'dia'), ('halus', 'dia', 'gak'), ('dia', 'gak', 'main'), ('gak', 'main', 'grasak'), ('main', 'grasak', 'grusuk'), ('grasak', 'grusuk', 'nunggu'), ('grusuk', 'nunggu', 'bahlil'), ('nunggu', 'bahlil', 'blunder'), ('bahlil', 'blunder', 'fatal'), ('blunder', 'fatal', 'dan'), ('fatal', 'dan', 'bukti2nya'), ('dan', 'bukti2nya', 'kuat'), ('bukti2nya', 'kuat', 'baru'), ('kuat', 'baru', 'disikat'), ('baru', 'disikat', 'prabowo'), ('disikat', 'prabowo', 'contohnya'), ('prabowo', 'contohnya', 'budi'), ('contohnya', 'budi', 'arie'), ('budi', 'arie', ','), ('arie', ',', 'immanuel'), (',', 'immanuel', 'ebenezer'), ('immanuel', 'ebenezer', ','), ('ebenezer', ',', 'srimul')]"
@nc7703,"Bahlil bahlil mental pemimpin nya gak ada inisiatif sendiri, pas di tanya ""itu tugas dia kok tugas saya ini"" selesai masalah Kerja formalitas doang","bahlil bahlil mental pemimpin nya gak ada inisiatif sendiri, pas di tanya ""itu tugas dia kok tugas saya ini"" selesai masalah kerja formalitas doang","['bahlil', 'bahlil', 'mental', 'pemimpin', 'nya', 'gak', 'ada', 'inisiatif', 'sendiri', ',', 'pas', 'di', 'tanya', '``', 'itu', 'tugas', 'dia', 'kok', 'tugas', 'saya', 'ini', ""''"", 'selesai', 'masalah', 'kerja', 'formalitas', 'doang']","[('bahlil', 'bahlil', 'mental'), ('bahlil', 'mental', 'pemimpin'), ('mental', 'pemimpin', 'nya'), ('pemimpin', 'nya', 'gak'), ('nya', 'gak', 'ada'), ('gak', 'ada', 'inisiatif'), ('ada', 'inisiatif', 'sendiri'), ('inisiatif', 'sendiri', ','), ('sendiri', ',', 'pas'), (',', 'pas', 'di'), ('pas', 'di', 'tanya'), ('di', 'tanya', '``'), ('tanya', '``', 'itu'), ('``', 'itu', 'tugas'), ('itu', 'tugas', 'dia'), ('tugas', 'dia', 'kok'), ('dia', 'kok', 'tugas'), ('kok', 'tugas', 'saya'), ('tugas', 'saya', 'ini'), ('saya', 'ini', ""''""), ('ini', ""''"", 'selesai'), (""''"", 'selesai', 'masalah'), ('selesai', 'masalah', 'kerja'), ('masalah', 'kerja', 'formalitas'), ('kerja', 'formalitas', 'doang')]"
@cepiristaaqila2777,Pak Prabowo masih tutup mata atou takut sama menterinya satu ini. Udah jelas dia ( Bahlil ) itu kaga bisa kerja. Apa ini pengalihan isu soal UUD perampasan aset.,pak prabowo masih tutup mata atou takut sama menterinya satu ini. udah jelas dia ( bahlil ) itu kaga bisa kerja. apa ini pengalihan isu soal uud perampasan aset.,"['pak', 'prabowo', 'masih', 'tutup', 'mata', 'atou', 'takut', 'sama', 'menterinya', 'satu', 'ini', '.', 'udah', 'jelas', 'dia', '(', 'bahlil', ')', 'itu', 'kaga', 'bisa', 'kerja', '.', 'apa', 'ini', 'pengalihan', 'isu', 'soal', 'uud', 'perampasan', 'aset', '.']","[('pak', 'prabowo', 'masih'), ('prabowo', 'masih', 'tutup'), ('masih', 'tutup', 'mata'), ('tutup', 'mata', 'atou'), ('mata', 'atou', 'takut'), ('atou', 'takut', 'sama'), ('takut', 'sama', 'menterinya'), ('sama', 'menterinya', 'satu'), ('menterinya', 'satu', 'ini'), ('satu', 'ini', '.'), ('ini', '.', 'udah'), ('.', 'udah', 'jelas'), ('udah', 'jelas', 'dia'), ('jelas', 'dia', '('), ('dia', '(', 'bahlil'), ('(', 'bahlil', ')'), ('bahlil', ')', 'itu'), (')', 'itu', 'kaga'), ('itu', 'kaga', 'bisa'), ('kaga', 'bisa', 'kerja'), ('bisa', 'kerja', '.'), ('kerja', '.', 'apa'), ('.', 'apa', 'ini'), ('apa', 'ini', 'pengalihan'), ('ini', 'pengalihan', 'isu'), ('pengalihan', 'isu', 'soal'), ('isu', 'soal', 'uud'), ('soal', 'uud', 'perampasan'), ('uud', 'perampasan', 'aset'), ('perampasan', 'aset', '.')]"
@RojoRatu,😂 tambang bbm SERAHKAN KE MALAYSIA saja .. NEGARA DAPAT UNTUNG .. BBM MURAH .. rakyat ndak jadi korban oplos,😂 tambang bbm serahkan ke malaysia saja .. negara dapat untung .. bbm murah .. rakyat ndak jadi korban oplos,"['😂', 'tambang', 'bbm', 'serahkan', 'ke', 'malaysia', 'saja', '..', 'negara', 'dapat', 'untung', '..', 'bbm', 'murah', '..', 'rakyat', 'ndak', 'jadi', 'korban', 'oplos']","[('😂', 'tambang', 'bbm'), ('tambang', 'bbm', 'serahkan'), ('bbm', 'serahkan', 'ke'), ('serahkan', 'ke', 'malaysia'), ('ke', 'malaysia', 'saja'), ('malaysia', 'saja', '..'), ('saja', '..', 'negara'), ('..', 'negara', 'dapat'), ('negara', 'dapat', 'untung'), ('dapat', 'untung', '..'), ('untung', '..', 'bbm'), ('..', 'bbm', 'murah'), ('bbm', 'murah', '..'), ('murah', '..', 'rakyat'), ('..', 'rakyat', 'ndak'), ('rakyat', 'ndak', 'jadi'), ('ndak', 'jadi', 'korban'), ('jadi', 'korban', 'oplos')]"
@kancheol-j6v,elu bilang overcapacity biar bisa kongkalikong sama singapur kan. PENGHIANAT NEGARA,elu bilang overcapacity biar bisa kongkalikong sama singapur kan. penghianat negara,"['elu', 'bilang', 'overcapacity', 'biar', 'bisa', 'kongkalikong', 'sama', 'singapur', 'kan.', 'penghianat', 'negara']","[('elu', 'bilang', 'overcapacity'), ('bilang', 'overcapacity', 'biar'), ('overcapacity', 'biar', 'bisa'), ('biar', 'bisa', 'kongkalikong'), ('bisa', 'kongkalikong', 'sama'), ('kongkalikong', 'sama', 'singapur'), ('sama', 'singapur', 'kan.'), ('singapur', 'kan.', 'penghianat'), ('kan.', 'penghianat', 'negara')]"
@RekKecil,"Bahlull,,,stop monopoli  energi minyak,,,","bahlull,,,stop monopoli  energi minyak,,,","['bahlull', ',', ',', ',', 'stop', 'monopoli', 'energi', 'minyak', ',', ',', ',']","[('bahlull', ',', ','), (',', ',', ','), (',', ',', 'stop'), (',', 'stop', 'monopoli'), ('stop', 'monopoli', 'energi'), ('monopoli', 'energi', 'minyak'), ('energi', 'minyak', ','), ('minyak', ',', ','), (',', ',', ',')]"
@ArnilTola-qy7iw,Kapan ya Sibahlil ini di ganti,kapan ya sibahlil ini di ganti,"['kapan', 'ya', 'sibahlil', 'ini', 'di', 'ganti']","[('kapan', 'ya', 'sibahlil'), ('ya', 'sibahlil', 'ini'), ('sibahlil', 'ini', 'di'), ('ini', 'di', 'ganti')]"
@rick_ada,Kami warga +62 nusantara bersma p purbaya..... Klo bpk disenggol dikit sja.... Kami siap     membela bapak... Maju terus pak purbaya.... Biarkan sja para  kamprett korup akhirnya kelimpungan.....,kami warga +62 nusantara bersma p purbaya..... klo bpk disenggol dikit sja.... kami siap     membela bapak... maju terus pak purbaya.... biarkan sja para  kamprett korup akhirnya kelimpungan.....,"['kami', 'warga', '+62', 'nusantara', 'bersma', 'p', 'purbaya', '.....', 'klo', 'bpk', 'disenggol', 'dikit', 'sja', '....', 'kami', 'siap', 'membela', 'bapak', '...', 'maju', 'terus', 'pak', 'purbaya', '....', 'biarkan', 'sja', 'para', 'kamprett', 'korup', 'akhirnya', 'kelimpungan', '.....']","[('kami', 'warga', '+62'), ('warga', '+62', 'nusantara'), ('+62', 'nusantara', 'bersma'), ('nusantara', 'bersma', 'p'), ('bersma', 'p', 'purbaya'), ('p', 'purbaya', '.....'), ('purbaya', '.....', 'klo'), ('.....', 'klo', 'bpk'), ('klo', 'bpk', 'disenggol'), ('bpk', 'disenggol', 'dikit'), ('disenggol', 'dikit', 'sja'), ('dikit', 'sja', '....'), ('sja', '....', 'kami'), ('....', 'kami', 'siap'), ('kami', 'siap', 'membela'), ('siap', 'membela', 'bapak'), ('membela', 'bapak', '...'), ('bapak', '...', 'maju'), ('...', 'maju', 'terus'), ('maju', 'terus', 'pak'), ('terus', 'pak', 'purbaya'), ('pak', 'purbaya', '....'), ('purbaya', '....', 'biarkan'), ('....', 'biarkan', 'sja'), ('biarkan', 'sja', 'para'), ('sja', 'para', 'kamprett'), ('para', 'kamprett', 'korup'), ('kamprett', 'korup', 'akhirnya'), ('korup', 'akhirnya', 'kelimpungan'), ('akhirnya', 'kelimpungan', '.....')]"
@whinnc,"ga cm pak purbaya aja, saya jg ga percaya","ga cm pak purbaya aja, saya jg ga percaya","['ga', 'cm', 'pak', 'purbaya', 'aja', ',', 'saya', 'jg', 'ga', 'percaya']","[('ga', 'cm', 'pak'), ('cm', 'pak', 'purbaya'), ('pak', 'purbaya', 'aja'), ('purbaya', 'aja', ','), ('aja', ',', 'saya'), (',', 'saya', 'jg'), ('saya', 'jg', 'ga'), ('jg', 'ga', 'percaya')]"
@budweiser-k7u,Sy dukung Purbaya...,sy dukung purbaya...,"['sy', 'dukung', 'purbaya', '...']","[('sy', 'dukung', 'purbaya'), ('dukung', 'purbaya', '...')]"
@Player30003,"Jangan berharap indonesia maju ato indonesia emas, kalau pola fikir mentri ato pejabatnya seperti bahlul, di otaknya yg penting cuan buat negara dan yang paling penting ada japren nya","jangan berharap indonesia maju ato indonesia emas, kalau pola fikir mentri ato pejabatnya seperti bahlul, di otaknya yg penting cuan buat negara dan yang paling penting ada japren nya","['jangan', 'berharap', 'indonesia', 'maju', 'ato', 'indonesia', 'emas', ',', 'kalau', 'pola', 'fikir', 'mentri', 'ato', 'pejabatnya', 'seperti', 'bahlul', ',', 'di', 'otaknya', 'yg', 'penting', 'cuan', 'buat', 'negara', 'dan', 'yang', 'paling', 'penting', 'ada', 'japren', 'nya']","[('jangan', 'berharap', 'indonesia'), ('berharap', 'indonesia', 'maju'), ('indonesia', 'maju', 'ato'), ('maju', 'ato', 'indonesia'), ('ato', 'indonesia', 'emas'), ('indonesia', 'emas', ','), ('emas', ',', 'kalau'), (',', 'kalau', 'pola'), ('kalau', 'pola', 'fikir'), ('pola', 'fikir', 'mentri'), ('fikir', 'mentri', 'ato'), ('mentri', 'ato', 'pejabatnya'), ('ato', 'pejabatnya', 'seperti'), ('pejabatnya', 'seperti', 'bahlul'), ('seperti', 'bahlul', ','), ('bahlul', ',', 'di'), (',', 'di', 'otaknya'), ('di', 'otaknya', 'yg'), ('otaknya', 'yg', 'penting'), ('yg', 'penting', 'cuan'), ('penting', 'cuan', 'buat'), ('cuan', 'buat', 'negara'), ('buat', 'negara', 'dan'), ('negara', 'dan', 'yang'), ('dan', 'yang', 'paling'), ('yang', 'paling', 'penting'), ('paling', 'penting', 'ada'), ('penting', 'ada', 'japren'), ('ada', 'japren', 'nya')]"
@xxx-zp9kf,supaya bisa impor supayaaa .......,supaya bisa impor supayaaa .......,"['supaya', 'bisa', 'impor', 'supayaaa', '.......']","[('supaya', 'bisa', 'impor'), ('bisa', 'impor', 'supayaaa'), ('impor', 'supayaaa', '.......')]"
@andriedasilva,Goblin meresahkan,goblin meresahkan,"['goblin', 'meresahkan']",[]
@icanksamarinda5004,Katax sdh d perbesar kilang  BPP dll,katax sdh d perbesar kilang  bpp dll,"['katax', 'sdh', 'd', 'perbesar', 'kilang', 'bpp', 'dll']","[('katax', 'sdh', 'd'), ('sdh', 'd', 'perbesar'), ('d', 'perbesar', 'kilang'), ('perbesar', 'kilang', 'bpp'), ('kilang', 'bpp', 'dll')]"
@Mukaram-z3s,"Bahlul perlu di ganti, cari org yg sama misi dgn pak Menkeu.","bahlul perlu di ganti, cari org yg sama misi dgn pak menkeu.","['bahlul', 'perlu', 'di', 'ganti', ',', 'cari', 'org', 'yg', 'sama', 'misi', 'dgn', 'pak', 'menkeu', '.']","[('bahlul', 'perlu', 'di'), ('perlu', 'di', 'ganti'), ('di', 'ganti', ','), ('ganti', ',', 'cari'), (',', 'cari', 'org'), ('cari', 'org', 'yg'), ('org', 'yg', 'sama'), ('yg', 'sama', 'misi'), ('sama', 'misi', 'dgn'), ('misi', 'dgn', 'pak'), ('dgn', 'pak', 'menkeu'), ('pak', 'menkeu', '.')]"
@IntanTitisari,"Over capacity kok impor, bahlul tenang MINERBA kita 😢","over capacity kok impor, bahlul tenang minerba kita 😢","['over', 'capacity', 'kok', 'impor', ',', 'bahlul', 'tenang', 'minerba', 'kita', '😢']","[('over', 'capacity', 'kok'), ('capacity', 'kok', 'impor'), ('kok', 'impor', ','), ('impor', ',', 'bahlul'), (',', 'bahlul', 'tenang'), ('bahlul', 'tenang', 'minerba'), ('tenang', 'minerba', 'kita'), ('minerba', 'kita', '😢')]"
@IsmailArt,#prabowo tolong si Bahlil pecat,#prabowo tolong si bahlil pecat,"['#', 'prabowo', 'tolong', 'si', 'bahlil', 'pecat']","[('#', 'prabowo', 'tolong'), ('prabowo', 'tolong', 'si'), ('tolong', 'si', 'bahlil'), ('si', 'bahlil', 'pecat')]"
@muhikhsan2567,Klo masih susah jangan gengsi satt.. Kok masih impor klo overcapacity?? 😅😅,klo masih susah jangan gengsi satt.. kok masih impor klo overcapacity?? 😅😅,"['klo', 'masih', 'susah', 'jangan', 'gengsi', 'satt', '..', 'kok', 'masih', 'impor', 'klo', 'overcapacity', '?', '?', '😅😅']","[('klo', 'masih', 'susah'), ('masih', 'susah', 'jangan'), ('susah', 'jangan', 'gengsi'), ('jangan', 'gengsi', 'satt'), ('gengsi', 'satt', '..'), ('satt', '..', 'kok'), ('..', 'kok', 'masih'), ('kok', 'masih', 'impor'), ('masih', 'impor', 'klo'), ('impor', 'klo', 'overcapacity'), ('klo', 'overcapacity', '?'), ('overcapacity', '?', '?'), ('?', '?', '😅😅')]"
@sofimaulanapkl3629,Purbaya kalo ngomong pake logika yang mudah dipahami mayoritas  rakyat indonesia yang bodoh seperti saya,purbaya kalo ngomong pake logika yang mudah dipahami mayoritas  rakyat indonesia yang bodoh seperti saya,"['purbaya', 'kalo', 'ngomong', 'pake', 'logika', 'yang', 'mudah', 'dipahami', 'mayoritas', 'rakyat', 'indonesia', 'yang', 'bodoh', 'seperti', 'saya']","[('purbaya', 'kalo', 'ngomong'), ('kalo', 'ngomong', 'pake'), ('ngomong', 'pake', 'logika'), ('pake', 'logika', 'yang'), ('logika', 'yang', 'mudah'), ('yang', 'mudah', 'dipahami'), ('mudah', 'dipahami', 'mayoritas'), ('dipahami', 'mayoritas', 'rakyat'), ('mayoritas', 'rakyat', 'indonesia'), ('rakyat', 'indonesia', 'yang'), ('indonesia', 'yang', 'bodoh'), ('yang', 'bodoh', 'seperti'), ('bodoh', 'seperti', 'saya')]"
@hartinihadisoetjipto3759,Iku alasan pak jgn percaya,iku alasan pak jgn percaya,"['iku', 'alasan', 'pak', 'jgn', 'percaya']","[('iku', 'alasan', 'pak'), ('alasan', 'pak', 'jgn'), ('pak', 'jgn', 'percaya')]"
@cekgumesin5232,"Ganti saja semua derut BUMN yang malas Bapak, ganti dengan generasi muda yang cerdas dan ingin membangun Indonesia","ganti saja semua derut bumn yang malas bapak, ganti dengan generasi muda yang cerdas dan ingin membangun indonesia","['ganti', 'saja', 'semua', 'derut', 'bumn', 'yang', 'malas', 'bapak', ',', 'ganti', 'dengan', 'generasi', 'muda', 'yang', 'cerdas', 'dan', 'ingin', 'membangun', 'indonesia']","[('ganti', 'saja', 'semua'), ('saja', 'semua', 'derut'), ('semua', 'derut', 'bumn'), ('derut', 'bumn', 'yang'), ('bumn', 'yang', 'malas'), ('yang', 'malas', 'bapak'), ('malas', 'bapak', ','), ('bapak', ',', 'ganti'), (',', 'ganti', 'dengan'), ('ganti', 'dengan', 'generasi'), ('dengan', 'generasi', 'muda'), ('generasi', 'muda', 'yang'), ('muda', 'yang', 'cerdas'), ('yang', 'cerdas', 'dan'), ('cerdas', 'dan', 'ingin'), ('dan', 'ingin', 'membangun'), ('ingin', 'membangun', 'indonesia')]"
@alvinlioe5656,Ketahuan mana yang kerja..mana yang engga..soal ny ad yg minta saran..😂,ketahuan mana yang kerja..mana yang engga..soal ny ad yg minta saran..😂,"['ketahuan', 'mana', 'yang', 'kerja', '..', 'mana', 'yang', 'engga', '..', 'soal', 'ny', 'ad', 'yg', 'minta', 'saran', '..', '😂']","[('ketahuan', 'mana', 'yang'), ('mana', 'yang', 'kerja'), ('yang', 'kerja', '..'), ('kerja', '..', 'mana'), ('..', 'mana', 'yang'), ('mana', 'yang', 'engga'), ('yang', 'engga', '..'), ('engga', '..', 'soal'), ('..', 'soal', 'ny'), ('soal', 'ny', 'ad'), ('ny', 'ad', 'yg'), ('ad', 'yg', 'minta'), ('yg', 'minta', 'saran'), ('minta', 'saran', '..'), ('saran', '..', '😂')]"
@MUSICDREAMLAB,"cara menghancurkan mafia minyak yaitu mobil listrik, makanya pernah ada mobil listrik dari indonesia sekarang hilang di telan bumi","cara menghancurkan mafia minyak yaitu mobil listrik, makanya pernah ada mobil listrik dari indonesia sekarang hilang di telan bumi","['cara', 'menghancurkan', 'mafia', 'minyak', 'yaitu', 'mobil', 'listrik', ',', 'makanya', 'pernah', 'ada', 'mobil', 'listrik', 'dari', 'indonesia', 'sekarang', 'hilang', 'di', 'telan', 'bumi']","[('cara', 'menghancurkan', 'mafia'), ('menghancurkan', 'mafia', 'minyak'), ('mafia', 'minyak', 'yaitu'), ('minyak', 'yaitu', 'mobil'), ('yaitu', 'mobil', 'listrik'), ('mobil', 'listrik', ','), ('listrik', ',', 'makanya'), (',', 'makanya', 'pernah'), ('makanya', 'pernah', 'ada'), ('pernah', 'ada', 'mobil'), ('ada', 'mobil', 'listrik'), ('mobil', 'listrik', 'dari'), ('listrik', 'dari', 'indonesia'), ('dari', 'indonesia', 'sekarang'), ('indonesia', 'sekarang', 'hilang'), ('sekarang', 'hilang', 'di'), ('hilang', 'di', 'telan'), ('di', 'telan', 'bumi')]"
@everythingisoke1824,"Netizen jadi mentri, menyala menkeu","netizen jadi mentri, menyala menkeu","['netizen', 'jadi', 'mentri', ',', 'menyala', 'menkeu']","[('netizen', 'jadi', 'mentri'), ('jadi', 'mentri', ','), ('mentri', ',', 'menyala'), (',', 'menyala', 'menkeu')]"
@watemanretno7976,"Gw rasa orang goblok jg tau kalo over itu lebih,,, ditangan mafia jadi kurang😅impor deh","gw rasa orang goblok jg tau kalo over itu lebih,,, ditangan mafia jadi kurang😅impor deh","['gw', 'rasa', 'orang', 'goblok', 'jg', 'tau', 'kalo', 'over', 'itu', 'lebih', ',', ',', ',', 'ditangan', 'mafia', 'jadi', 'kurang😅impor', 'deh']","[('gw', 'rasa', 'orang'), ('rasa', 'orang', 'goblok'), ('orang', 'goblok', 'jg'), ('goblok', 'jg', 'tau'), ('jg', 'tau', 'kalo'), ('tau', 'kalo', 'over'), ('kalo', 'over', 'itu'), ('over', 'itu', 'lebih'), ('itu', 'lebih', ','), ('lebih', ',', ','), (',', ',', ','), (',', ',', 'ditangan'), (',', 'ditangan', 'mafia'), ('ditangan', 'mafia', 'jadi'), ('mafia', 'jadi', 'kurang😅impor'), ('jadi', 'kurang😅impor', 'deh')]"
@taufikpagar6352,Kilang rajin korupsi pertamina pak Purbaya.,kilang rajin korupsi pertamina pak purbaya.,"['kilang', 'rajin', 'korupsi', 'pertamina', 'pak', 'purbaya', '.']","[('kilang', 'rajin', 'korupsi'), ('rajin', 'korupsi', 'pertamina'), ('korupsi', 'pertamina', 'pak'), ('pertamina', 'pak', 'purbaya'), ('pak', 'purbaya', '.')]"
@abs11family,Tuyul Afrika pengrusak konoha...,tuyul afrika pengrusak konoha...,"['tuyul', 'afrika', 'pengrusak', 'konoha', '...']","[('tuyul', 'afrika', 'pengrusak'), ('afrika', 'pengrusak', 'konoha'), ('pengrusak', 'konoha', '...')]"
@ekayonosuwito3298,"Koruptor pintar, tidak bahlul.","koruptor pintar, tidak bahlul.","['koruptor', 'pintar', ',', 'tidak', 'bahlul', '.']","[('koruptor', 'pintar', ','), ('pintar', ',', 'tidak'), (',', 'tidak', 'bahlul'), ('tidak', 'bahlul', '.')]"
@zein0Lan,"Over capacity tp impor ny kenceng🤭
Sesama mafia ya saling melindungi, kan enak tu dpt duit gede cuma makelaran🤫","over capacity tp impor ny kenceng🤭
sesama mafia ya saling melindungi, kan enak tu dpt duit gede cuma makelaran🤫","['over', 'capacity', 'tp', 'impor', 'ny', 'kenceng🤭', 'sesama', 'mafia', 'ya', 'saling', 'melindungi', ',', 'kan', 'enak', 'tu', 'dpt', 'duit', 'gede', 'cuma', 'makelaran🤫']","[('over', 'capacity', 'tp'), ('capacity', 'tp', 'impor'), ('tp', 'impor', 'ny'), ('impor', 'ny', 'kenceng🤭'), ('ny', 'kenceng🤭', 'sesama'), ('kenceng🤭', 'sesama', 'mafia'), ('sesama', 'mafia', 'ya'), ('mafia', 'ya', 'saling'), ('ya', 'saling', 'melindungi'), ('saling', 'melindungi', ','), ('melindungi', ',', 'kan'), (',', 'kan', 'enak'), ('kan', 'enak', 'tu'), ('enak', 'tu', 'dpt'), ('tu', 'dpt', 'duit'), ('dpt', 'duit', 'gede'), ('duit', 'gede', 'cuma'), ('gede', 'cuma', 'makelaran🤫')]"
@indrasugianto4461,mending bikin baru demi masa depan ..🫵biaya   yg gak  mahal di indonesia Paa sech pak boss‼️masalahnya mau kerj gak,mending bikin baru demi masa depan ..🫵biaya   yg gak  mahal di indonesia paa sech pak boss‼️masalahnya mau kerj gak,"['mending', 'bikin', 'baru', 'demi', 'masa', 'depan', '..', '🫵biaya', 'yg', 'gak', 'mahal', 'di', 'indonesia', 'paa', 'sech', 'pak', 'boss‼️masalahnya', 'mau', 'kerj', 'gak']","[('mending', 'bikin', 'baru'), ('bikin', 'baru', 'demi'), ('baru', 'demi', 'masa'), ('demi', 'masa', 'depan'), ('masa', 'depan', '..'), ('depan', '..', '🫵biaya'), ('..', '🫵biaya', 'yg'), ('🫵biaya', 'yg', 'gak'), ('yg', 'gak', 'mahal'), ('gak', 'mahal', 'di'), ('mahal', 'di', 'indonesia'), ('di', 'indonesia', 'paa'), ('indonesia', 'paa', 'sech'), ('paa', 'sech', 'pak'), ('sech', 'pak', 'boss‼️masalahnya'), ('pak', 'boss‼️masalahnya', 'mau'), ('boss‼️masalahnya', 'mau', 'kerj'), ('mau', 'kerj', 'gak')]"
@darmansyah7595,Lanjutkan pak pur...kami bersama mu,lanjutkan pak pur...kami bersama mu,"['lanjutkan', 'pak', 'pur', '...', 'kami', 'bersama', 'mu']","[('lanjutkan', 'pak', 'pur'), ('pak', 'pur', '...'), ('pur', '...', 'kami'), ('...', 'kami', 'bersama'), ('kami', 'bersama', 'mu')]"
@potiwolo9738,Menunggu Bahlil di pecat,menunggu bahlil di pecat,"['menunggu', 'bahlil', 'di', 'pecat']","[('menunggu', 'bahlil', 'di'), ('bahlil', 'di', 'pecat')]"
@Omodong-dn2pv,mantap pa purbaya,mantap pa purbaya,"['mantap', 'pa', 'purbaya']","[('mantap', 'pa', 'purbaya')]"
@antiquet,Menkeu & Ballhlil harunya kerja sama dong untuk kemajuan perekonomian indonesia. Khussunya untuk kilng minyak. Jwbn Bahlil sy rltidak mau dengar perkataan  dn kritikan Menkeu purabaya. Bahlil Agak aneh menurut saya,menkeu & ballhlil harunya kerja sama dong untuk kemajuan perekonomian indonesia. khussunya untuk kilng minyak. jwbn bahlil sy rltidak mau dengar perkataan  dn kritikan menkeu purabaya. bahlil agak aneh menurut saya,"['menkeu', '&', 'ballhlil', 'harunya', 'kerja', 'sama', 'dong', 'untuk', 'kemajuan', 'perekonomian', 'indonesia', '.', 'khussunya', 'untuk', 'kilng', 'minyak', '.', 'jwbn', 'bahlil', 'sy', 'rltidak', 'mau', 'dengar', 'perkataan', 'dn', 'kritikan', 'menkeu', 'purabaya', '.', 'bahlil', 'agak', 'aneh', 'menurut', 'saya']","[('menkeu', '&', 'ballhlil'), ('&', 'ballhlil', 'harunya'), ('ballhlil', 'harunya', 'kerja'), ('harunya', 'kerja', 'sama'), ('kerja', 'sama', 'dong'), ('sama', 'dong', 'untuk'), ('dong', 'untuk', 'kemajuan'), ('untuk', 'kemajuan', 'perekonomian'), ('kemajuan', 'perekonomian', 'indonesia'), ('perekonomian', 'indonesia', '.'), ('indonesia', '.', 'khussunya'), ('.', 'khussunya', 'untuk'), ('khussunya', 'untuk', 'kilng'), ('untuk', 'kilng', 'minyak'), ('kilng', 'minyak', '.'), ('minyak', '.', 'jwbn'), ('.', 'jwbn', 'bahlil'), ('jwbn', 'bahlil', 'sy'), ('bahlil', 'sy', 'rltidak'), ('sy', 'rltidak', 'mau'), ('rltidak', 'mau', 'dengar'), ('mau', 'dengar', 'perkataan'), ('dengar', 'perkataan', 'dn'), ('perkataan', 'dn', 'kritikan'), ('dn', 'kritikan', 'menkeu'), ('kritikan', 'menkeu', 'purabaya'), ('menkeu', 'purabaya', '.'), ('purabaya', '.', 'bahlil'), ('.', 'bahlil', 'agak'), ('bahlil', 'agak', 'aneh'), ('agak', 'aneh', 'menurut'), ('aneh', 'menurut', 'saya')]"
