author,comment,clean_comment,tokens,filtered_comment
@Sutikno-q3o,Over ko sering langka..lilll bahlil..emang bener bener bahlul lhooo,over ko sering langkalilll bahlilemang bener bener bahlul lhooo,"['over', 'ko', 'sering', 'langkalilll', 'bahlilemang', 'bener', 'bener', 'bahlul', 'lhooo']",over ko langkalilll bahlilemang bener bener bahlul lhooo
@travelernewsdolan2411,Knp import klu over?,knp import klu over,"['knp', 'import', 'klu', 'over']",knp import klu over
@Rafan77-ex1rv,sehat selalu pak Purbaya,sehat selalu pak purbaya,"['sehat', 'selalu', 'pak', 'purbaya']",sehat purbaya
@djamessiahaan8531,"Udah lama kebusukan dan otak kotor Pertamina ini, yang jelas biar lancar bisnis impor para borjuis itu",udah lama kebusukan dan otak kotor pertamina ini yang jelas biar lancar bisnis impor para borjuis itu,"['udah', 'lama', 'kebusukan', 'dan', 'otak', 'kotor', 'pertamina', 'ini', 'yang', 'jelas', 'biar', 'lancar', 'bisnis', 'impor', 'para', 'borjuis', 'itu']",udah kebusukan otak kotor pertamina biar lancar bisnis impor borjuis
@satriofirmansyah1011,Nepal kan pejabat ya 😡,nepal kan pejabat ya,"['nepal', 'kan', 'pejabat', 'ya']",nepal pejabat ya
@antonysyah79,kalau mau gampangnya dan gk banyak mikir  ya impor. tapi berapa banyak dari proses impor itu bisa menyerap tenaga kerja dibandingkan kalau membangun kilang sendiri. biaya untuk proses produksi akan berputar/ dibelanjakan di kilang dimana negara asal. bayangkan jika produksi dilakukan di dalam negeri maka perputaran ekonominya pasti sangat terasa karena akan banyak menyerap tenaga kerja.,kalau mau gampangnya dan gk banyak mikir  ya impor tapi berapa banyak dari proses impor itu bisa menyerap tenaga kerja dibandingkan kalau membangun kilang sendiri biaya untuk proses produksi akan berputar dibelanjakan di kilang dimana negara asal bayangkan jika produksi dilakukan di dalam negeri maka perputaran ekonominya pasti sangat terasa karena akan banyak menyerap tenaga kerja,"['kalau', 'mau', 'gampangnya', 'dan', 'gk', 'banyak', 'mikir', 'ya', 'impor', 'tapi', 'berapa', 'banyak', 'dari', 'proses', 'impor', 'itu', 'bisa', 'menyerap', 'tenaga', 'kerja', 'dibandingkan', 'kalau', 'membangun', 'kilang', 'sendiri', 'biaya', 'untuk', 'proses', 'produksi', 'akan', 'berputar', 'dibelanjakan', 'di', 'kilang', 'dimana', 'negara', 'asal', 'bayangkan', 'jika', 'produksi', 'dilakukan', 'di', 'dalam', 'negeri', 'maka', 'perputaran', 'ekonominya', 'pasti', 'sangat', 'terasa', 'karena', 'akan', 'banyak', 'menyerap', 'tenaga', 'kerja']",gampangnya gk mikir ya impor proses impor menyerap tenaga kerja dibandingkan membangun kilang biaya proses produksi berputar dibelanjakan kilang dimana negara bayangkan produksi negeri perputaran ekonominya menyerap tenaga kerja
@alvinalkarim4061,Kilang dari jaman orde Baru smpe skrng blm bngun lgi.... 😮😮😮😮,kilang dari jaman orde baru smpe skrng blm bngun lgi,"['kilang', 'dari', 'jaman', 'orde', 'baru', 'smpe', 'skrng', 'blm', 'bngun', 'lgi']",kilang jaman orde smpe skrng blm bngun lgi
@Adhie18Dwipayana,Si goblin juga ngide buat kebijakan bbm lagi😢,si goblin juga ngide buat kebijakan bbm lagi,"['si', 'goblin', 'juga', 'ngide', 'buat', 'kebijakan', 'bbm', 'lagi']",si goblin ngide kebijakan bbm
@anggasuryaningrat7459,"apa nganggap rakyat indonesia bahlul semua
klo over capacity ngaps impor, klo over ya di ekspor ato dijual harga miring bkn mlah impor","apa nganggap rakyat indonesia bahlul semua
klo over capacity ngaps impor klo over ya di ekspor ato dijual harga miring bkn mlah impor","['apa', 'nganggap', 'rakyat', 'indonesia', 'bahlul', 'semua', 'klo', 'over', 'capacity', 'ngaps', 'impor', 'klo', 'over', 'ya', 'di', 'ekspor', 'ato', 'dijual', 'harga', 'miring', 'bkn', 'mlah', 'impor']",nganggap rakyat indonesia bahlul klo over capacity ngaps impor klo over ya ekspor ato dijual harga miring bkn mlah impor
@channelpakpuh528,dlu jaman jkw katanya dah bgun kilang...masih terngiang2...kata2..hilirisasi ya waktu bgun kilang itu...dan katanya freport 51% saham dah bisa direbut....😂😂😂😂 buktinya dagelan semua..taek ..taek...,dlu jaman jkw katanya dah bgun kilangmasih terngiangkatahilirisasi ya waktu bgun kilang itudan katanya freport  saham dah bisa direbut buktinya dagelan semuataek taek,"['dlu', 'jaman', 'jkw', 'katanya', 'dah', 'bgun', 'kilangmasih', 'terngiangkatahilirisasi', 'ya', 'waktu', 'bgun', 'kilang', 'itudan', 'katanya', 'freport', 'saham', 'dah', 'bisa', 'direbut', 'buktinya', 'dagelan', 'semuataek', 'taek']",dlu jaman jkw dah bgun kilangmasih terngiangkatahilirisasi ya bgun kilang itudan freport saham dah direbut buktinya dagelan semuataek taek
@hendraHendra-n3x,"Segera habisin termul, buat runyam",segera habisin termul buat runyam,"['segera', 'habisin', 'termul', 'buat', 'runyam']",habisin termul runyam
@Dwtz_tour,😂😂😂 Omon omon Bah,omon omon bah,"['omon', 'omon', 'bah']",omon omon bah
@bagusmuhammadikhsan6187,Fokus pada proses yang mana Bahlul?,fokus pada proses yang mana bahlul,"['fokus', 'pada', 'proses', 'yang', 'mana', 'bahlul']",fokus proses bahlul
@utkstgg6847,Lanjutkan pak purbaya.,lanjutkan pak purbaya,"['lanjutkan', 'pak', 'purbaya']",lanjutkan purbaya
@triyani5455,"Org lulusan ITB dan ijasahnya asli nga bisa dikibulin yg mulia Bahlil...ente yg gelar doctor dibatalin harus mikir lawan lulusan ITB ijasah asli😂
Mantapp nih ada pejabat yg berani lawan mafia, smoga aja pak Prabowo Tdk mencopot pak Purbaya, Krn rejim yg sebelumnya kalo ada pejabat yg bersih dan jujur pasti diPHK😂","org lulusan itb dan ijasahnya asli nga bisa dikibulin yg mulia bahlilente yg gelar doctor dibatalin harus mikir lawan lulusan itb ijasah asli
mantapp nih ada pejabat yg berani lawan mafia smoga aja pak prabowo tdk mencopot pak purbaya krn rejim yg sebelumnya kalo ada pejabat yg bersih dan jujur pasti diphk","['org', 'lulusan', 'itb', 'dan', 'ijasahnya', 'asli', 'nga', 'bisa', 'dikibulin', 'yg', 'mulia', 'bahlilente', 'yg', 'gelar', 'doctor', 'dibatalin', 'harus', 'mikir', 'lawan', 'lulusan', 'itb', 'ijasah', 'asli', 'mantapp', 'nih', 'ada', 'pejabat', 'yg', 'berani', 'lawan', 'mafia', 'smoga', 'aja', 'pak', 'prabowo', 'tdk', 'mencopot', 'pak', 'purbaya', 'krn', 'rejim', 'yg', 'sebelumnya', 'kalo', 'ada', 'pejabat', 'yg', 'bersih', 'dan', 'jujur', 'pasti', 'diphk']",org lulusan itb ijasahnya asli nga dikibulin yg mulia bahlilente yg gelar doctor dibatalin mikir lawan lulusan itb ijasah asli mantapp nih pejabat yg berani lawan mafia smoga aja prabowo tdk mencopot purbaya krn rejim yg kalo pejabat yg bersih jujur diphk
@ahmadheryawan5966,Purbaya next presidennnn,purbaya next presidennnn,"['purbaya', 'next', 'presidennnn']",purbaya next presidennnn
@sunrevolver,"Over capacity ini istilah sapu jagad yang kurang lengkap.
Harus ada parameter spesifikasinya dulu baru dari sana ditentukan kapasitas nya.
Bukan kapasitas overall yang termasuk didalamnya spesifikasi yang sudah obsolete","over capacity ini istilah sapu jagad yang kurang lengkap
harus ada parameter spesifikasinya dulu baru dari sana ditentukan kapasitas nya
bukan kapasitas overall yang termasuk didalamnya spesifikasi yang sudah obsolete","['over', 'capacity', 'ini', 'istilah', 'sapu', 'jagad', 'yang', 'kurang', 'lengkap', 'harus', 'ada', 'parameter', 'spesifikasinya', 'dulu', 'baru', 'dari', 'sana', 'ditentukan', 'kapasitas', 'nya', 'bukan', 'kapasitas', 'overall', 'yang', 'termasuk', 'didalamnya', 'spesifikasi', 'yang', 'sudah', 'obsolete']",over capacity istilah sapu jagad lengkap parameter spesifikasinya ditentukan kapasitas nya kapasitas overall didalamnya spesifikasi obsolete
@novaanggara1878,Bahas juga etano,bahas juga etano,"['bahas', 'juga', 'etano']",bahas etano
@dedyrushadmaka5137,Kenapa negara lain membangun kilang minyak dan menguntungkan?,kenapa negara lain membangun kilang minyak dan menguntungkan,"['kenapa', 'negara', 'lain', 'membangun', 'kilang', 'minyak', 'dan', 'menguntungkan']",negara membangun kilang minyak menguntungkan
@heriantoto6940,Mantap p@k menkeu..,mantap p menkeu,"['mantap', 'p', 'menkeu']",mantap p menkeu
@kankmanlee,mafia impor migas meninggalkan lane😂,mafia impor migas meninggalkan lane,"['mafia', 'impor', 'migas', 'meninggalkan', 'lane']",mafia impor migas meninggalkan lane
@Suarasaktibaelah,Selama bahlil jd mentri akan semakin terpuruk indonesia,selama bahlil jd mentri akan semakin terpuruk indonesia,"['selama', 'bahlil', 'jd', 'mentri', 'akan', 'semakin', 'terpuruk', 'indonesia']",bahlil jd mentri terpuruk indonesia
@ramdhanansyari106,"Ngomong salah satu mafia tuh...
Klau bnyak kilang di Indonesia 
Otomatis import pun akan berkurang jatah Meraka pun akan berkurang 😀","ngomong salah satu mafia tuh
klau bnyak kilang di indonesia 
otomatis import pun akan berkurang jatah meraka pun akan berkurang","['ngomong', 'salah', 'satu', 'mafia', 'tuh', 'klau', 'bnyak', 'kilang', 'di', 'indonesia', 'otomatis', 'import', 'pun', 'akan', 'berkurang', 'jatah', 'meraka', 'pun', 'akan', 'berkurang']",ngomong salah mafia tuh klau bnyak kilang indonesia otomatis import berkurang jatah meraka berkurang
@WorkFromHome-th2eq,Over capacity import nya kali 😅,over capacity import nya kali,"['over', 'capacity', 'import', 'nya', 'kali']",over capacity import nya kali
@blackwindows404,Pak Bahlil banyak dapat amplop dari koruptor 📍#Singapore yang menggagalkan pembangunan kilang kilangmiyak,pak bahlil banyak dapat amplop dari koruptor singapore yang menggagalkan pembangunan kilang kilangmiyak,"['pak', 'bahlil', 'banyak', 'dapat', 'amplop', 'dari', 'koruptor', 'singapore', 'yang', 'menggagalkan', 'pembangunan', 'kilang', 'kilangmiyak']",bahlil amplop koruptor singapore menggagalkan pembangunan kilang kilangmiyak
@bramawiraaringga2989,"Ngapain bangun kilang, import aja terus nanti mafia cukai mafia minyak dll dapet bagian juga ^^",ngapain bangun kilang import aja terus nanti mafia cukai mafia minyak dll dapet bagian juga,"['ngapain', 'bangun', 'kilang', 'import', 'aja', 'terus', 'nanti', 'mafia', 'cukai', 'mafia', 'minyak', 'dll', 'dapet', 'bagian', 'juga']",ngapain bangun kilang import aja mafia cukai mafia minyak dll dapet
@Yohanes_69,Nepal kan goblin udah gila over capacity 😂,nepal kan goblin udah gila over capacity,"['nepal', 'kan', 'goblin', 'udah', 'gila', 'over', 'capacity']",nepal goblin udah gila over capacity
@Uchil22Official,"Bener"" Koboy pak pur",bener koboy pak pur,"['bener', 'koboy', 'pak', 'pur']",bener koboy pur
@AHMADKELIX,Yang gak pecaya Bahlil itu gak cuman Pak Purbaya saja.😂,yang gak pecaya bahlil itu gak cuman pak purbaya saja,"['yang', 'gak', 'pecaya', 'bahlil', 'itu', 'gak', 'cuman', 'pak', 'purbaya', 'saja']",gak pecaya bahlil gak cuman purbaya
@rozioz745,"Produsen&konsumen 
Ya lebih baik produsen","produsenkonsumen 
ya lebih baik produsen","['produsenkonsumen', 'ya', 'lebih', 'baik', 'produsen']",produsenkonsumen ya produsen
@Tonikrwag,Miara termul ya gini jadinya 😅,miara termul ya gini jadinya,"['miara', 'termul', 'ya', 'gini', 'jadinya']",miara termul ya gini
@bangbudy4823,Muaakk banget liat Bahlil,muaakk banget liat bahlil,"['muaakk', 'banget', 'liat', 'bahlil']",muaakk banget liat bahlil
@FilmYoutub-h3n,"Maaf, kalo gw perhatiin , pa purbaya ini lagi main dua kaki , tp gw ga tau tujuannya apa ?
satu kaki dia merasa nyaman n betah di pemerintahan, tapi di kaki yg satu lagi layaknya seorang oposisi ,,","maaf kalo gw perhatiin  pa purbaya ini lagi main dua kaki  tp gw ga tau tujuannya apa 
satu kaki dia merasa nyaman n betah di pemerintahan tapi di kaki yg satu lagi layaknya seorang oposisi","['maaf', 'kalo', 'gw', 'perhatiin', 'pa', 'purbaya', 'ini', 'lagi', 'main', 'dua', 'kaki', 'tp', 'gw', 'ga', 'tau', 'tujuannya', 'apa', 'satu', 'kaki', 'dia', 'merasa', 'nyaman', 'n', 'betah', 'di', 'pemerintahan', 'tapi', 'di', 'kaki', 'yg', 'satu', 'lagi', 'layaknya', 'seorang', 'oposisi']",maaf kalo gw perhatiin pa purbaya main kaki tp gw ga tau tujuannya kaki nyaman n betah pemerintahan kaki yg layaknya oposisi
@predibaribaki7877,Ayo pak prabowo..udah dong...udah jelas tu oknum nya...gassss lah pak presiden...ngapain masih ada dikabinet bapak...,ayo pak prabowoudah dongudah jelas tu oknum nyagassss lah pak presidenngapain masih ada dikabinet bapak,"['ayo', 'pak', 'prabowoudah', 'dongudah', 'jelas', 'tu', 'oknum', 'nyagassss', 'lah', 'pak', 'presidenngapain', 'masih', 'ada', 'dikabinet', 'bapak']",ayo prabowoudah dongudah tu oknum nyagassss presidenngapain dikabinet
@yuyusyuyus4200,Jangan lupa bangun tambang emas  tiap kota.,jangan lupa bangun tambang emas  tiap kota,"['jangan', 'lupa', 'bangun', 'tambang', 'emas', 'tiap', 'kota']",lupa bangun tambang emas kota
@mochammadefrianda6321,Periksa  elit2 pertamina🔥🔥🔥🔥,periksa  elit pertamina,"['periksa', 'elit', 'pertamina']",periksa elit pertamina
@direksijunior9137,Ongol ongol jgn di percaya😂😂,ongol ongol jgn di percaya,"['ongol', 'ongol', 'jgn', 'di', 'percaya']",ongol ongol jgn percaya
@Jakaria-k5n,Kalau dicermati lihat bahlil persis tokoh wayang cepot petruk gareng..,kalau dicermati lihat bahlil persis tokoh wayang cepot petruk gareng,"['kalau', 'dicermati', 'lihat', 'bahlil', 'persis', 'tokoh', 'wayang', 'cepot', 'petruk', 'gareng']",dicermati lihat bahlil persis tokoh wayang cepot petruk gareng
@ilham8571,Thumbnail nya serem yang sebelah kanan,thumbnail nya serem yang sebelah kanan,"['thumbnail', 'nya', 'serem', 'yang', 'sebelah', 'kanan']",thumbnail nya serem sebelah kanan
@Alizanoe,BAHLIL AAUDIT...SY YAKIN 100000% TIDAK WAJJAR HARTA NYA,bahlil aauditsy yakin  tidak wajjar harta nya,"['bahlil', 'aauditsy', 'yakin', 'tidak', 'wajjar', 'harta', 'nya']",bahlil aauditsy wajjar harta nya
@wahyusumantri2513,Pnya ladang minyak bumi kok import😂,pnya ladang minyak bumi kok import,"['pnya', 'ladang', 'minyak', 'bumi', 'kok', 'import']",pnya ladang minyak bumi import
@BustamPanawa,"APA SEBENARNYA ALSAN PAK PRABOWO SEHINGGA TIDAK MEMECAT BAHLIL,MUNGKINKAH KARENA BAHLIL SANGAT DEKAT DENGAN JOKOWI ATAUKAH KARENA BAHLIL ADALAH KETUA PARTAI GOLKAR ATAUKAH PAK PRABOWO MENUNGGU WAKTU YANG TEPAT UNTUK MENGUSIR SEMUA ORANG ORANG YANG DEKAT DENGAN JOKOWI DARI KABINET.",apa sebenarnya alsan pak prabowo sehingga tidak memecat bahlilmungkinkah karena bahlil sangat dekat dengan jokowi ataukah karena bahlil adalah ketua partai golkar ataukah pak prabowo menunggu waktu yang tepat untuk mengusir semua orang orang yang dekat dengan jokowi dari kabinet,"['apa', 'sebenarnya', 'alsan', 'pak', 'prabowo', 'sehingga', 'tidak', 'memecat', 'bahlilmungkinkah', 'karena', 'bahlil', 'sangat', 'dekat', 'dengan', 'jokowi', 'ataukah', 'karena', 'bahlil', 'adalah', 'ketua', 'partai', 'golkar', 'ataukah', 'pak', 'prabowo', 'menunggu', 'waktu', 'yang', 'tepat', 'untuk', 'mengusir', 'semua', 'orang', 'orang', 'yang', 'dekat', 'dengan', 'jokowi', 'dari', 'kabinet']",alsan prabowo memecat bahlilmungkinkah bahlil jokowi bahlil ketua partai golkar prabowo menunggu mengusir orang orang jokowi kabinet
@amirulohamd8499,Maju terus pak purbaya,maju terus pak purbaya,"['maju', 'terus', 'pak', 'purbaya']",maju purbaya
@pittwidojoyo4138,"Iya percaya, makanya kilangnya hrs dikurangi...🔥😅",iya percaya makanya kilangnya hrs dikurangi,"['iya', 'percaya', 'makanya', 'kilangnya', 'hrs', 'dikurangi']",iya percaya kilangnya hrs dikurangi
@WelotNdusel,Siapa disini yg mendukung Bahlil di nepalkan..,siapa disini yg mendukung bahlil di nepalkan,"['siapa', 'disini', 'yg', 'mendukung', 'bahlil', 'di', 'nepalkan']",yg mendukung bahlil nepalkan
@hengkirp8825,Pertamax kenapa sering kosong?,pertamax kenapa sering kosong,"['pertamax', 'kenapa', 'sering', 'kosong']",pertamax kosong
@padrisaputra6335,Plaju itu Sumsel 😅,plaju itu sumsel,"['plaju', 'itu', 'sumsel']",plaju sumsel
@cehok6077,"di riau 2 kilang woi, kilang sungai pak ning",di riau  kilang woi kilang sungai pak ning,"['di', 'riau', 'kilang', 'woi', 'kilang', 'sungai', 'pak', 'ning']",riau kilang woi kilang sungai ning
@Nozan_not_name,"over-capacity kok import BBM , ttololllm jangan diluar nalar lah",overcapacity kok import bbm  ttololllm jangan diluar nalar lah,"['overcapacity', 'kok', 'import', 'bbm', 'ttololllm', 'jangan', 'diluar', 'nalar', 'lah']",overcapacity import bbm ttololllm diluar nalar
@niamcreativemedia1817,kilangnya berkurang terus jelas over capacity,kilangnya berkurang terus jelas over capacity,"['kilangnya', 'berkurang', 'terus', 'jelas', 'over', 'capacity']",kilangnya berkurang over capacity
@alirosheno9473,"Prabowo main halus dia gak main grasak grusuk nunggu Bahlil blunder fatal dan bukti2nya kuat baru disikat Prabowo contohnya Budi Arie, Immanuel ebenezer, srimul",prabowo main halus dia gak main grasak grusuk nunggu bahlil blunder fatal dan buktinya kuat baru disikat prabowo contohnya budi arie immanuel ebenezer srimul,"['prabowo', 'main', 'halus', 'dia', 'gak', 'main', 'grasak', 'grusuk', 'nunggu', 'bahlil', 'blunder', 'fatal', 'dan', 'buktinya', 'kuat', 'baru', 'disikat', 'prabowo', 'contohnya', 'budi', 'arie', 'immanuel', 'ebenezer', 'srimul']",prabowo main halus gak main grasak grusuk nunggu bahlil blunder fatal buktinya kuat disikat prabowo contohnya budi arie immanuel ebenezer srimul
@nc7703,"Bahlil bahlil mental pemimpin nya gak ada inisiatif sendiri, pas di tanya ""itu tugas dia kok tugas saya ini"" selesai masalah Kerja formalitas doang",bahlil bahlil mental pemimpin nya gak ada inisiatif sendiri pas di tanya itu tugas dia kok tugas saya ini selesai masalah kerja formalitas doang,"['bahlil', 'bahlil', 'mental', 'pemimpin', 'nya', 'gak', 'ada', 'inisiatif', 'sendiri', 'pas', 'di', 'tanya', 'itu', 'tugas', 'dia', 'kok', 'tugas', 'saya', 'ini', 'selesai', 'masalah', 'kerja', 'formalitas', 'doang']",bahlil bahlil mental pemimpin nya gak inisiatif pas tugas tugas selesai kerja formalitas doang
@cepiristaaqila2777,Pak Prabowo masih tutup mata atou takut sama menterinya satu ini. Udah jelas dia ( Bahlil ) itu kaga bisa kerja. Apa ini pengalihan isu soal UUD perampasan aset.,pak prabowo masih tutup mata atou takut sama menterinya satu ini udah jelas dia  bahlil  itu kaga bisa kerja apa ini pengalihan isu soal uud perampasan aset,"['pak', 'prabowo', 'masih', 'tutup', 'mata', 'atou', 'takut', 'sama', 'menterinya', 'satu', 'ini', 'udah', 'jelas', 'dia', 'bahlil', 'itu', 'kaga', 'bisa', 'kerja', 'apa', 'ini', 'pengalihan', 'isu', 'soal', 'uud', 'perampasan', 'aset']",prabowo tutup mata atou takut menterinya udah bahlil kaga kerja pengalihan isu uud perampasan aset
@RojoRatu,😂 tambang bbm SERAHKAN KE MALAYSIA saja .. NEGARA DAPAT UNTUNG .. BBM MURAH .. rakyat ndak jadi korban oplos,tambang bbm serahkan ke malaysia saja  negara dapat untung  bbm murah  rakyat ndak jadi korban oplos,"['tambang', 'bbm', 'serahkan', 'ke', 'malaysia', 'saja', 'negara', 'dapat', 'untung', 'bbm', 'murah', 'rakyat', 'ndak', 'jadi', 'korban', 'oplos']",tambang bbm serahkan malaysia negara untung bbm murah rakyat ndak korban oplos
@kancheol-j6v,elu bilang overcapacity biar bisa kongkalikong sama singapur kan. PENGHIANAT NEGARA,elu bilang overcapacity biar bisa kongkalikong sama singapur kan penghianat negara,"['elu', 'bilang', 'overcapacity', 'biar', 'bisa', 'kongkalikong', 'sama', 'singapur', 'kan', 'penghianat', 'negara']",elu bilang overcapacity biar kongkalikong singapur penghianat negara
@RekKecil,"Bahlull,,,stop monopoli  energi minyak,,,",bahlullstop monopoli  energi minyak,"['bahlullstop', 'monopoli', 'energi', 'minyak']",bahlullstop monopoli energi minyak
